"country";"actor_id";"actor_name";"mechanism_id";"mechanism_name";"relationship_type";"source_id";"citation";"legal_anchor_type";"anchor_strength";"manual_review_required";"notes"
"Mexico";"MEX-ACT-001";"INE";"MEX-MECH-013";"electoral_authority_internal_governance";"reference";"MEX-LGIPE";"MEX-LGIPE 8 Num. 2";"statutory";"4";"false";""
"Mexico";"MEX-ACT-007";"Citizens";"MEX-MECH-013";"electoral_authority_internal_governance";"reference";"MEX-LGIPE";"MEX-LGIPE 8 Num. 2";"statutory";"4";"false";""
"Mexico";"MEX-ACT-002";"TEPJF";"MEX-MECH-001";"vote";"reference";"MEX-LGIPE";"MEX-LGIPE 10 Num. 1";"statutory";"4";"true";""
"Mexico";"MEX-ACT-002";"TEPJF";"MEX-MECH-013";"electoral_authority_internal_governance";"reference";"MEX-LGIPE";"MEX-LGIPE 10 Num. 1";"statutory";"4";"true";""
"Mexico";"MEX-ACT-004";"Congress";"MEX-MECH-001";"vote";"reference";"MEX-LGIPE";"MEX-LGIPE 14 Num. 1";"statutory";"4";"false";""
"Mexico";"MEX-ACT-006";"Political_parties";"MEX-MECH-004";"independent_candidacies";"reference";"MEX-LGIPE";"MEX-LGIPE 15 Num. 2";"statutory";"4";"false";""
"Mexico";"MEX-ACT-010";"OPLEs";"MEX-MECH-013";"electoral_authority_internal_governance";"reference";"MEX-LGIPE";"MEX-LGIPE 30 Num. 3";"statutory";"4";"true";""
"Mexico";"MEX-ACT-006";"Political_parties";"MEX-MECH-011";"transparency_and_accountability";"reference";"MEX-LGIPE";"MEX-LGIPE 32 Fr. VI.";"statutory";"4";"false";""
"Mexico";"MEX-ACT-006";"Political_parties";"MEX-MECH-006";"popular_consultation";"obligation";"MEX-LGIPE";"MEX-LGIPE 32 Fr. X.";"statutory";"4";"true";""
"Mexico";"MEX-ACT-010";"OPLEs";"MEX-MECH-006";"popular_consultation";"obligation";"MEX-LGIPE";"MEX-LGIPE 32 Fr. X.";"statutory";"4";"true";""
"Mexico";"MEX-ACT-001";"INE";"MEX-MECH-002";"right_to_stand_for_election";"reference";"MEX-LGIPE";"MEX-LGIPE 35 Num. 1";"statutory";"4";"true";""
"Mexico";"MEX-ACT-001";"INE";"MEX-MECH-003";"political_parties";"reference";"MEX-LGIPE";"MEX-LGIPE 36 Num. 1";"statutory";"4";"false";""
"Mexico";"MEX-ACT-006";"Political_parties";"MEX-MECH-013";"electoral_authority_internal_governance";"reference";"MEX-LGIPE";"MEX-LGIPE 36 Num. 1";"statutory";"4";"false";""
