"provision_id";"country";"source_id";"source_title";"source_file";"source_type";"normative_rank";"article";"subdivision";"citation";"provision_text";"mechanism";"right_dimension";"actor";"authority";"obligation_or_faculty";"procedure";"requirement";"restriction";"remedy";"sanction_or_accountability";"legal_anchor_type";"anchor_strength";"operational_dependence";"gap_type";"confidence";"manual_review_required";"notes"
"CRC-CE-0001";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"1";"";"CRC-CE 1";"Principios que rigen en materia electoral En materia electoral, a falta de disposición expresa, se estará a los principios generales del Derecho.";"";"";"";"";"";"";"";"";"";"";"statutory";"3";"low";"none_detected";"medium";"false";""
"CRC-CE-0002";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"2";"";"CRC-CE 2";"Principios de participación política por género La participación política de hombres y mujeres es un derecho humano reconocido en una sociedad democrática, representativa, participativa e inclusiva, al amparo de los principios de igualdad y no discriminación. La participación se regirá por el principio de paridad que implica que todas las delegaciones, las nóminas y los demás órganos pares estarán integrados por un cincuenta por ciento (50%) de mujeres y un cincuenta por ciento (50%) de hombres, y en delegaciones, nóminas u órganos impares la diferencia entre el total de hombres y mujeres no podrá ser superior a uno. Todas las nóminas de elección utilizarán el mecanismo de alternancia por sexo (mujer-hombre u hombre-mujer), en forma tal que dos personas del mismo sexo no puedan estar en forma consecutiva en la nómina.";"right_to_stand_for_election|constitutional_remedies";"constitutional_remedy";"";"";"faculty";"";"";"yes";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-CE-0003";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"3";"";"CRC-CE 3";"Fuentes del ordenamiento jurídico electoral La jerarquía de las fuentes del ordenamiento jurídico electoral se sujetará al orden siguiente: > **a)** La Constitución Política. > > **b)** Los tratados internacionales vigentes en Costa Rica. > > **c)** Las leyes electorales. > > **d)** Los reglamentos, las directrices y las circulares emitidos por el Tribunal Supremo de Elecciones (TSE). > > **e)** Los estatutos de los partidos políticos debidamente inscritos. > > **f)** Las demás disposiciones subordinadas a los reglamentos y los estatutos partidarios. Las normas no escritas, como la jurisprudencia electoral, los principios del derecho electoral y la costumbre, tendrán el rango de la norma que interpretan, integran o delimitan. Las interpretaciones y opiniones consultivas del TSE son vinculantes erga omnes, excepto para el propio Tribunal, con la salvedad de lo dispuesto en el artículo 97 de la Constitución Política. Cuando el Tribunal varíe su jurisprudencia, opiniones consultivas o interpretaciones, deberá hacerlo mediante resolución debidamente razonada. **TÍTULO II** **ORGANISMOS ELECTORALES** ## **CAPÍTULO I** ## **DISPOSICIONES PRELIMINARES**";"political_parties|electoral_remedies|electoral_authority_internal_governance";"freedom_of_association";"TSE|Partidos_Politicos";"TSE";"";"";"";"";"";"";"statutory";"4";"medium";"none_detected";"high";"false";""
"CRC-CE-0004";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"4";"";"CRC-CE 4";"Organismos electorales Los organismos electorales son los siguientes: **a)** El TSE. **b)** El Registro Electoral. **c)** El Registro Civil. **d)** Las juntas electorales.";"vote|electoral_authority_internal_governance|civil_registry_electoral_functions";"";"TSE|Registro_Civil|Juntas_Electorales";"TSE|Registro_Civil";"";"yes";"";"";"";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-CE-0005";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"5";"";"CRC-CE 5";"Sede de los organismos electorales Los organismos electorales tendrán la siguiente sede: **a)** El TSE, la capital de la República, sin perjuicio de que, por acuerdo, sesione en cualquier lugar del país. > **b)** Las juntas cantonales, la cabecera de su jurisdicción. > > **c)** Las juntas receptoras, las que fije la Dirección General del Registro Civil al distribuir a los electores, conforme al artículo 155 de este Código.";"vote|electoral_authority_internal_governance|civil_registry_electoral_functions";"";"TSE|Registro_Civil|Juntas_Electorales|Ciudadanos";"TSE|Registro_Civil";"";"yes";"";"";"";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-CE-0006";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"6";"";"CRC-CE 6";"Ausencia de los integrantes La ausencia definitiva de los integrantes de los organismos electorales se llenará lo más pronto posible con un nuevo nombramiento, realizado en la forma que proceda jurídicamente.";"";"";"";"";"";"";"";"";"";"";"statutory";"3";"low";"none_detected";"medium";"false";""
"CRC-CE-0007";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"7";"";"CRC-CE 7";"Impedimentos para ser integrante No podrán ser integrantes de los organismos electorales las siguientes personas: **a)** Los funcionarios y los empleados a que se refiere el segundo párrafo del artículo 146 de este Código, salvo los funcionarios del Registro Civil, los funcionarios del TSE y los magistrados del TSE. **b)** En un mismo órgano electoral, en un mismo momento, el cónyuge, los hermanos, los padres e hijos, además de la unión de hecho. **c)** En el TSE, el cónyuge, los hermanos, los ascendientes o descendientes hasta tercer grado de consanguinidad o afinidad, de los candidatos cuya declaratoria de elección debe efectuar dicho Tribunal. No obstante, si estando ya integrado el Tribunal surge alguna candidatura que produzca la incompatibilidad apuntada, desde ese mismo momento el miembro en funciones afectado deberá excusarse de intervenir en el proceso electoral, sin perjuicio del derecho a su sueldo. Cuando se trate de los magistrados titulares del Tribunal, el impedimento cesará a partir de la declaratoria de elección.";"vote|right_to_stand_for_election|electoral_authority_internal_governance|civil_registry_electoral_functions";"passive_suffrage";"TSE|Registro_Civil";"TSE|Registro_Civil";"";"yes";"";"";"";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-CE-0008";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"8";"";"CRC-CE 8";"Prohibiciones para ejercer el cargo En los organismos electorales no podrá servir su cargo la persona que se presente armada, en estado de ebriedad o bajo el efecto de drogas que le impidan ejercer sus obligaciones. Inmediatamente después de desaparecido el impedimento entrará en funciones, sin perjuicio de las sanciones que resulten aplicables.";"";"";"";"";"faculty";"";"";"yes";"";"";"statutory";"3";"low";"none_detected";"medium";"false";""
"CRC-CE-0009";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"9";"";"CRC-CE 9";"Quórum y mayoría para las actuaciones Para que los organismos electorales de carácter colegiado actúen válidamente es necesaria, con las excepciones que expresamente se hacen en este Código, la asistencia de por lo menos la mitad más uno de los miembros. Los acuerdos se tomarán por mayoría absoluta. En caso de empate, la Presidencia tendrá voto de calidad, salvo lo dispuesto con respecto al TSE.";"vote|electoral_authority_internal_governance";"active_suffrage";"TSE";"TSE";"";"";"";"";"";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-CE-0010";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"10";"";"CRC-CE 10";"Comunicación de los actos electorales La comunicación de los actos de los organismos electorales se regirá por las siguientes disposiciones: > **a)** Los actos de carácter general y los otros que disponga la ley se publicarán en el diario oficial La Gaceta o por medios electrónicos y, de estimarse pertinente, en cualquier otro diario de circulación nacional. > > **b)** Los acuerdos y las resoluciones se comunicarán por medio de edicto, estrados, apartados, fax, correo electrónico o cualquier otra forma que garantice la seguridad del acto de comunicación, conforme a la reglamentación que el Tribunal dicte al efecto. > > **c)** Las resoluciones y los acuerdos en materia electoral se comunicarán en el lugar o por el medio señalado a la persona interesada. Para tales efectos, toda persona interesada en su primera gestión o cuando sea prevenida al efecto por el organismo electoral, deberá indicar con precisión el lugar dentro del perímetro judicial respectivo o medio para atender notificaciones. En caso contrario, quedará notificada con solo el transcurso de veinticuatro horas después de dictadas. Igual consecuencia se producirá si el medio escogido imposibilita la notificación por causas ajenas al despacho, o bien, si el lugar señalado permanece cerrado, es impreciso, incierto o inexistente. > > **d)** La resolución que dé traslado a cualquier tipo de acción en materia electoral, sin que tenga la gestión previa, deberá notificarse a quien se traslada personalmente en su domicilio, su lugar de trabajo o por medio de correo certificado dirigido a cualquiera de estos lugares. Si no hay dirección disponible, podrá notificársele mediante edicto publicado en el diario oficial La Gaceta. Lo anterior no implica que se paralicen las demás actuaciones. > > **e)** Las juntas cantonales notificarán sus acuerdos mediante exposición de copia en la puerta de su local de trabajo. En cuanto a formalidades, requisitos y nulidades de la notificación no contemplados en este artículo o en s";"electoral_remedies|electoral_authority_internal_governance";"";"TSE";"TSE";"faculty";"";"";"";"";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-CE-0011";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"11";"";"CRC-CE 11";"Juramentación Los magistrados presentarán juramento constitucional ante la Corte Suprema de Justicia. Quienes ejerzan la Secretaría y la Prosecretaría, los delegados, los jefes de sección o de departamento del Tribunal, así como el director, los oficiales mayores, el secretario, los jefes de sección y los jefes de oficinas regionales del Registro Civil y del Registro Electoral, lo harán ante el TSE.";"vote|electoral_authority_internal_governance|civil_registry_electoral_functions";"";"TSE|Registro_Civil|Corte_Suprema";"TSE|Registro_Civil|Corte_Suprema";"";"yes";"";"";"";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-CE-0012";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"12";"";"CRC-CE 12";"Atribuciones del Tribunal Supremo de Elecciones Al TSE le corresponde, además de las atribuciones que le confieren la Constitución, este Código y demás leyes, lo siguiente: > **a)** Organizar, dirigir y vigilar los actos relativos al sufragio; para ese fin podrá dictar los reglamentos, los acuerdos y las resoluciones, de conformidad con la ley. **b)** Efectuar el escrutinio de los sufragios emitidos y la declaratoria definitiva del resultado de las elecciones que estén bajo su responsabilidad. > **c)** Interpretar, en forma exclusiva y obligatoria, y sin perjuicio de las atribuciones de la Sala Constitucional en materia de conflictos de competencia, las disposiciones constitucionales y las demás del ordenamiento jurídico electoral, de oficio o a instancia del comité ejecutivo superior de cualquiera de los partidos políticos inscritos. La resolución final que se dicte en esta materia será publicada en el diario oficial La Gaceta y se comunicará a todos los partidos políticos. > **d)** Emitir opinión consultiva a solicitud del comité ejecutivo superior de cualquiera de los partidos políticos inscritos o de los jerarcas de los entes públicos que tengan un interés legítimo en la materia electoral. Cualquier particular también podrá solicitar una opinión consultiva, pero en este caso quedará a criterio del Tribunal evacuarla, si lo considera necesario para la correcta orientación del proceso electoral y actividades afines. Cuando el Tribunal lo estime pertinente, dispondrá la publicación de la resolución respectiva. **e)** Garantizar, mediante el recurso de amparo electoral, el ejercicio de los derechos electorales previstos en la Constitución Política y los tratados internacionales vigentes en Costa Rica, la ley, los reglamentos y los estatutos de los partidos políticos para el caso concreto, con motivo de la actividad electoral. El amparo electoral se tramitará según lo dispuesto en este Código y, en su defecto, según el procedimiento establecido en la Ley de la jurisd";"vote|political_parties|electoral_remedies|constitutional_remedies|electoral_authority_internal_governance|civil_registry_electoral_functions";"active_suffrage";"TSE|Registro_Civil|Juntas_Electorales|Sala_Constitucional|Partidos_Politicos|Ciudadanos";"TSE|Registro_Civil|Sala_Constitucional";"obligation";"yes";"";"";"yes";"";"statutory";"4";"medium";"none_detected";"high";"false";""
"CRC-CE-0013";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"13";"";"CRC-CE 13";"Integración El TSE estará integrado ordinariamente por tres magistrados propietarios y seis suplentes cuyo nombramiento lo hará la Corte Suprema de Justicia con el voto de por lo menos dos tercios del total de sus integrantes; prestarán el juramento constitucional ante la Corte Suprema de Justicia; su nombramiento será por períodos de seis años y se considerarán reelegidos para períodos iguales, salvo que por la misma mayoría se acuerde lo contrario. En caso de que se requiera llenar una vacante antes del vencimiento de dicho plazo, el nombramiento se hará por el resto del período, de manera que cada dos años sean renovados un propietario y dos suplentes, sin perjuicio de que puedan ser reelegidos. El cargo de miembro del TSE es incompatible con cualquier otra función remunerada por el Estado o demás entes públicos, excepto la docencia en instituciones de educación superior. Desde un año antes y hasta seis meses después de la celebración de las elecciones generales para la Presidencia y Vicepresidencias o diputados y diputadas de la República, el Tribunal deberá integrarse con sus integrantes propietarios y dos de los suplentes escogidos por la Corte Suprema de Justicia, para formar, en esa época, un Tribunal de cinco integrantes. La misma disposición regirá seis meses antes y hasta tres meses después de las elecciones municipales. Las personas que ostenten el cargo de una magistratura del TSE estarán sujetas a las condiciones de trabajo, en lo que sean aplicables, y al tiempo mínimo de labor diaria que indique la Ley orgánica del Poder Judicial para los magistrados de la Corte Suprema de Justicia; asimismo, percibirán las remuneraciones que se fijen para estos.";"vote|electoral_authority_internal_governance";"active_suffrage";"TSE|Asamblea_Legislativa|Corte_Suprema";"TSE|Asamblea_Legislativa|Corte_Suprema";"";"yes";"";"";"";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-CE-0014";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"14";"";"CRC-CE 14";"Quórum El quórum de TSE lo formará la mayoría absoluta de miembros de este Tribunal, salvo en los casos siguientes en que se requiera la asistencia de todos los magistrados que lo integran: > **a)** Las declaratorias definitivas de elección popular. > > **b)** La declaratoria del resultado de las consultas populares previstas en la Constitución Política. > > **c)** Las resoluciones de fondo en los casos determinados por los incisos 3), 4) y 5) del artículo 102 de la Constitución Política, así como en las resoluciones definitivas de carácter jurisdiccional. > > **d)** El nombramiento de los directores generales de los Registros Civil y Electoral. > > **e)** Cualquier otro que expresamente determine la ley.";"electoral_authority_internal_governance";"";"TSE";"TSE";"";"";"";"";"";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-CE-0015";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"15";"";"CRC-CE 15";"Magistrados suplentes Las ausencias temporales de los magistrados propietarios se llenarán con magistrados suplentes, según el procedimiento establecido en la Ley orgánica del Tribunal Supremo de Elecciones. Las ausencias absolutas se llenarán en igual forma, hasta tanto la Corte Suprema de Justicia designe un nuevo propietario. Es obligación del magistrado suplente asistir con puntualidad al Tribunal, cuando deba integrarlo. La inobservancia de esta disposición faculta al Tribunal para separarlo y llamar a otro suplente en su lugar. Los magistrados suplentes llamados a integrar el Tribunal no podrán excusarse de la designación, sino por causa justificada.";"electoral_authority_internal_governance";"";"TSE|Corte_Suprema";"TSE|Corte_Suprema";"obligation";"yes";"";"";"";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-CE-0016";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"16";"";"CRC-CE 16";"Separación de los magistrados por impedimento El magistrado con motivo legal de excusa o impedimento respecto de determinado asunto se separará de su conocimiento hasta que cese el motivo, y en su lugar actuará un suplente. Para tal propósito se aplicarán, en lo conducente, las normas de la Ley orgánica del Poder Judicial y las causales reguladas en el Código Procesal Civil.";"electoral_authority_internal_governance";"";"Corte_Suprema";"Corte_Suprema";"";"";"";"";"";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-CE-0017";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"17";"";"CRC-CE 17";"Mayoría para decisiones Los acuerdos y las resoluciones del Tribunal se tomarán por simple mayoría de votos presentes. Si no resulta mayoría de votos, se hará una nueva votación en la cual participarán dos magistrados suplentes en calidad de supernumerarios y no supliendo a los titulares o a quienes suplan a estos. En todo caso, a efecto de que exista esa mayoría, cuando la resolución tenga varios extremos que dependan unos de otros, el haber votado negativamente en los primeros, sobre los cuales haya habido votación, no será motivo que autorice al integrante que así haya votado para dejar de concurrir con su opinión y voto a la resolución de los demás; cuando su voto sea único deberá adherirse a cualquiera de los otros votos, a fin de formar la mayoría, sin que esta adhesión pueda acarrearle responsabilidad alguna.";"vote|electoral_remedies|electoral_authority_internal_governance";"active_suffrage";"";"";"";"";"";"";"";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-CE-0018";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"18";"";"CRC-CE 18";"Sesiones ordinarias y extraordinarias El Tribunal sesionará ordinariamente los días que este señale y se reunirá además, en forma extraordinaria, cada vez que sea convocado por su presidente, para asuntos urgentes o cuando lo soliciten la mayoría de los magistrados en ejercicio.";"";"";"";"";"";"";"";"";"";"";"statutory";"3";"low";"none_detected";"medium";"false";""
"CRC-CE-0019";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"19";"";"CRC-CE 19";"Sesiones privadas, excepciones Las sesiones del Tribunal serán privadas, excepto cuando: > **a)** Se verifiquen escrutinios a los cuales tienen derecho a asistir los partidos políticos previamente acreditados. > > **b)** Así lo soliciten los representantes de los partidos políticos, los fiscales acreditados por los partidos políticos o las personas interesadas y así lo acuerde el Tribunal. > > **c)** Se realicen audiencias orales en el ejercicio de la actividad jurisdiccional. > > **d)** Así lo disponga el propio Tribunal. Las votaciones siempre serán en privado.";"vote|political_parties";"freedom_of_association";"Partidos_Politicos";"";"";"";"";"";"";"";"statutory";"4";"medium";"none_detected";"high";"false";""
"CRC-CE-0020";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"20";"";"CRC-CE 20";"Presidencia y Vicepresidencia El Tribunal nombrará de su seno, y en forma conjunta, un presidente y un vicepresidente, por un período de tres años, y podrán ser reelegidos; deberán ostentar la condición de magistrado propietario. Quien ejerza la Presidencia del Tribunal tendrá las siguientes atribuciones: > **a)** Presidir las sesiones, anticipar o prorrogar las horas de despacho en caso de que así lo requiera algún asunto urgente. > > **b)** Fijar el orden en que deban verse los asuntos sujetos al conocimiento del Tribunal. > > **c)** Dirigir los debates y poner a votación los asuntos, cuando el Tribunal los considere discutidos. > > **d)** Ejercer la representación legal del Tribunal. > > **e)** Autorizar con su firma los informes que deban rendirse a los Poderes del Estado. > > **f)** Las demás atribuciones que este Código u otras disposiciones legales le asignen.";"vote|electoral_authority_internal_governance";"";"";"";"";"";"";"";"";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-CE-0021";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"21";"";"CRC-CE 21";"Ausencias temporales del presidente En caso de ausencia temporal del presidente, lo sustituirá el vicepresidente. En caso de ausencia de ambos, la Presidencia recaerá en el restante magistrado propietario y, en ausencia de este, en el sustituto de mayor edad. #### **SECCIÓN II** #### **ACTAS Y RESOLUCIONES DEL TRIBUNAL**";"electoral_remedies|electoral_authority_internal_governance";"";"";"";"";"";"";"";"";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-CE-0022";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"22";"";"CRC-CE 22";"Registro y aprobación de actas El Tribunal llevará un registro de actas de sus sesiones; en estas se asentarán únicamente los acuerdos que se adopten, salvo que alguno o alguna de sus integrantes solicite que se consigne algún hecho o circunstancia en particular. Las actas estarán a disposición del público, una vez que hayan sido aprobadas en firme. El acta de cada sesión será aprobada en la sesión ordinaria inmediata siguiente. Antes de su aprobación, los magistrados podrán solicitarle al presidente su lectura integral; este requisito no es obligatorio para su aprobación.";"";"";"";"";"obligation";"yes";"yes";"";"";"";"statutory";"3";"low";"none_detected";"medium";"false";""
"CRC-CE-0023";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"23";"";"CRC-CE 23";"Firmeza de las resoluciones o actuaciones del Tribunal Las resoluciones del Tribunal quedarán firmes al aprobarse el acta respectiva, salvo que se haya dispuesto otra cosa. Los magistrados asistentes a una sesión estarán obligados a firmar el acta respectiva; si por cualquier motivo no asisten a la sesión en que se aprueba y firma el acta, deberán hacerlo posteriormente. Cualquier magistrado que intervenga en la aprobación del acta puede pedir revisión de lo acordado en la sesión inmediata anterior o solicitar modificaciones en la redacción de esta, antes de que sea aprobada. Si no fueran acogidas, dejará constancia de su oposición y firmará el acta. #### ** SECCIÓN III** #### **FONDO ESPECÍFICO Y FONDO GENERAL DEL** #### **TRIBUNAL SUPREMO DE ELECCIONES**";"electoral_remedies|electoral_authority_internal_governance";"";"TSE";"TSE";"faculty";"";"";"";"";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-CE-0024";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"24";"";"CRC-CE 24";"Cobro por algunos servicios no esenciales del Tribunal Supremo de Elecciones El TSE podrá cobrar por el acceso electrónico con fines comerciales a la información que conste en sus bases de datos, mediante los mecanismos seguros que considere pertinentes y salvaguardando el derecho a la intimidad. Para ello, podrá contratar, con sujetos de derecho público o de derecho privado, el suministro electrónico de la información contenida en sus bases de datos, previo establecimiento, por parte del mismo Tribunal, del régimen tarifario aplicable a dichas relaciones contractuales. La información que suministre el Tribunal deberá respetar el principio de autodeterminación informativa, por lo que no podrá suministrar información de carácter confidencial. Asimismo, el Tribunal podrá cobrar por el suministro de otros servicios no esenciales como las publicaciones, los boletines o cualquier obra producida por la Institución o con su patrocinio, así como las capacitaciones a usuarios externos en materias propias de su competencia, salvo a los partidos políticos y los estudios genealógicos. > Los recursos económicos que se generen al amparo de esta norma se depositarán en una cuenta de caja única autorizada por la Tesorería Nacional del Ministerio de Hacienda, con la denominación de Fondo Específico del Tribunal Supremo de Elecciones. Este Fondo se destinará al mejoramiento de la prestación de los servicios públicos que son competencia exclusiva del Tribunal. Para disponer de estos recursos se deberá realizar la respectiva inclusión vía presupuesto ordinario o extraordinario de la República, diferenciando debidamente los gastos que se realizarán con cargo al Fondo referido. #####";"right_to_stand_for_election|political_parties|constitutional_remedies|electoral_authority_internal_governance";"freedom_of_association";"TSE|Partidos_Politicos";"TSE";"faculty";"";"";"yes";"yes";"";"statutory";"4";"medium";"none_detected";"high";"false";""
"CRC-CE-0025";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"25";"";"CRC-CE 25";"Fondo General de Elecciones El TSE dispondrá del fondo denominado Fondo General de Elecciones, a fin de adquirir bienes y servicios que, a su juicio, sean necesarios para la organización de las elecciones y los procesos consultivos, cuyo funcionamiento se regulará reglamentariamente y deberá someterse a los controles y las responsabilidades establecidos en el ordenamiento jurídico. Para estos efectos, la Dirección de Presupuesto Nacional incluirá en la partida presupuestaria que corresponda, los recursos que determine el Tribunal. Los recursos de este Fondo se depositarán en la cuenta de caja única del TSE y corresponderá a la Tesorería Nacional girar los recursos con la inmediatez que requiera el Tribunal, de conformidad con los procedimientos propios del manejo de recursos en caja única. Una vez concluidos los procesos electorales o consultivos, el Tribunal, en un plazo de cuatro meses, hará la liquidación correspondiente de este Fondo y, de existir algún sobrante, este se depositará en el Fondo General de Caja Única del Estado. **CAPÍTULO III** **REGISTRO ELECTORAL** ## #####";"right_to_stand_for_election|electoral_remedies|electoral_authority_internal_governance";"";"TSE";"TSE";"";"yes";"";"";"";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-CE-0026";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"26";"";"CRC-CE 26";"Naturaleza El Registro Electoral es un órgano bajo la dependencia directa del TSE. Las decisiones de su director o directora son recurribles ante el Tribunal.";"electoral_authority_internal_governance";"";"TSE";"TSE";"";"yes";"";"";"";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-CE-0027";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"27";"";"CRC-CE 27";"Integración El Registro Electoral estará a cargo de un director nombrado y removido libremente por el TSE, bajo el régimen de confianza. Además, contará con el personal necesario. En lo no previsto expresamente y siempre que sea compatible con sus funciones, serán aplicables, al Registro Electoral, las normas legales previstas para el Registro Civil.";"electoral_authority_internal_governance|civil_registry_electoral_functions";"";"TSE|Registro_Civil";"TSE|Registro_Civil";"";"yes";"";"";"";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-CE-0028";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"28";"";"CRC-CE 28";"Funciones El Registro Electoral tendrá las siguientes funciones: > **a)** Llevar el registro de partidos políticos. En este registro se asentarán las inscripciones indicadas en el artículo 56 de este Código. Estas solo son oponibles a terceros a partir de su inscripción. > > **b)** Resolver, en primera instancia, las solicitudes de inscripción de los partidos políticos, de los estatutos partidarios y sus reformas, así como de las candidaturas a puestos de elección popular y demás actos sujetos a inscripción en el registro de partidos políticos. > > **c)** Emitir las certificaciones propias del registro. > > **d)** Llevar el control de las contribuciones privadas y del Estado a los partidos políticos e informar al TSE sobre cualquier irregularidad que detecte. > > **e)** Ejecutar, dirigir y coordinar los programas electorales, conforme a las directrices del TSE. > > **f)** Designar a los delegados que asistirán a las asambleas de los partidos políticos que el Tribunal autorice, cuando así proceda; además, supervisar su labor. > > **g)** Coordinar la impresión de las papeletas electorales, cuando sea necesario o cuando se lo encargue el TSE. > > **h)** Las demás funciones que le otorgue el ordenamiento jurídico electoral o le encargue el Tribunal. ## **CAPÍTULO IV** ## **REGISTRO CIVIL**";"right_to_stand_for_election|political_parties|electoral_authority_internal_governance|civil_registry_electoral_functions";"passive_suffrage";"TSE|Registro_Civil|Partidos_Politicos";"TSE|Registro_Civil";"";"yes";"";"";"";"";"statutory";"4";"medium";"none_detected";"high";"false";""
"CRC-CE-0029";"Costa Rica";"CRC-CE";"CÓDIGO ELECTORAL";"codigo_electoral_costa_rica.md";"codigo_ley";"3";"29";"";"CRC-CE 29";"Atribuciones y obligación de mostrar documentos del Registro Civil El Registro Civil, además de las funciones que le señalen la Constitución Política y las leyes, tendrá las que determine expresamente este Código. Ni el director general ni los funcionarios encargados podrán negarse a mostrar libro, expediente o documento alguno del Registro Civil a quien lo solicite, salvo que medie justa causa. El TSE resolverá, en alzada, los conflictos que surjan con motivo de esas solicitudes. De concurrir simultáneamente varios fiscales, se le asignará, si es necesario, un término corto de revisión a cada partido, por turnos sucesivos de idéntica duración. **CAPÍTULO V** **JUNTAS ELECTORALES** **SECCIÓN I** **DISPOSICIONES GENERALES**";"vote|electoral_remedies|electoral_authority_internal_governance|civil_registry_electoral_functions";"freedom_of_association";"TSE|Registro_Civil|Juntas_Electorales";"TSE|Registro_Civil";"";"yes";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
