"provision_id";"country";"source_id";"source_title";"source_file";"source_type";"normative_rank";"article";"subdivision";"citation";"provision_text";"mechanism";"right_dimension";"actor";"authority";"obligation_or_faculty";"procedure";"requirement";"restriction";"remedy";"sanction_or_accountability";"legal_anchor_type";"anchor_strength";"operational_dependence";"gap_type";"confidence";"manual_review_required";"notes"
"CRC-LJC-0032";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"32";"";"CRC-LJC 32";"** Cuando el amparo se refiera al derecho de petición y de obtener pronta resolución, establecido en el artículo 27 de la Constitución Política, y no hubiere plazo señalado para contestar, se entenderá que la violación se produce una vez transcurridos diez días hábiles desde la fecha en que fue presentada la solicitud en la oficina administrativa, sin perjuicio de que, en la decisión del recurso, se aprecien las razones que se aduzcan para considerar insuficiente ese plazo, atendidas las circunstancias y la índole del asunto.";"constitutional_remedies|legislative_petition_or_participation";"constitutional_remedy";"";"";"";"yes";"";"";"yes";"";"statutory";"4";"medium";"corpus_incomplete";"high";"false";""
"CRC-LJC-0033";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"33";"";"CRC-LJC 33";"** Cualquier persona podrá interponer el recurso de amparo.";"constitutional_remedies";"constitutional_remedy";"";"";"faculty";"";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-LJC-0034";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"34";"";"CRC-LJC 34";"** El recurso se dirigirá contra el servidor o el titular del órgano que aparezca como presunto autor del agravio. Si uno u otro hubiesen actuado en cumplimiento de órdenes o instrucciones impartidas por un superior, o con su autorización o aprobación, se tendrá por establecido el amparo contra ambos, sin perjuicio de lo que se decida en sentencia. De ignorarse la identidad del servidor, el recurso se tendrá por establecido contra el jerarca. Se tendrá también como parte al tercero que derivare derechos subjetivos de la norma o del acto que cause el proceso de amparo. Además, quien tuviere un interés legítimo en el resultado del recurso podrá apersonarse e intervenir en él como coadyuvante del actor o del demandado.";"constitutional_remedies";"constitutional_remedy";"";"";"faculty";"";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-LJC-0035";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"35";"";"CRC-LJC 35";"** El recurso de amparo podrá interponerse en cualquier tiempo mientras subsista la violación, amenaza, perturbación o restricción, y hasta dos meses después de que hayan cesado totalmente sus efectos directos respecto del perjudicado. Sin embargo, cuando se trate de derechos puramente patrimoniales u otros cuya violación pueda ser válidamente consentida, el recurso deberá interponerse dentro de los dos meses siguientes a la fecha en que el perjudicado tuvo noticia fehaciente de la violación y estuvo en posibilidad legal de interponer el recurso.";"constitutional_remedies";"constitutional_remedy";"";"";"faculty";"";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-LJC-0036";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"36";"";"CRC-LJC 36";"** La prescripción del amparo, por no haberse interpuesto en tiempo, no será obstáculo para impugnar el acto o la actuación en otra vía, si fuere posible hacerlo conforme con la ley.";"constitutional_remedies";"constitutional_remedy";"";"";"";"";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-LJC-0037";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"37";"";"CRC-LJC 37";"** La falta de impugnación directa de los decretos y disposiciones generales a que se refiere el inciso a) del artículo 30, o el transcurso del plazo para formularla, no impedirán que los actos de aplicación individual puedan discutirse en la vía del amparo, si infringieren algún derecho fundamental del reclamante.";"constitutional_remedies";"constitutional_remedy";"";"";"";"yes";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-LJC-0038";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"38";"";"CRC-LJC 38";"** En el recurso de amparo se expresará, con la mayor claridad posible, el hecho o la omisión que lo motiva, el derecho que se considera violado o amenazado, el nombre del servidor público o del órgano autor de la amenaza o del agravio, y las pruebas de cargo. No será indispensable citar la norma constitucional infringida, siempre que se determine claramente el derecho lesionado, salvo que se invoque un instrumento internacional. El recurso no está sujeto a otras formalidades ni requerirá autenticación. Podrá plantearse por memorial, telegrama u otro medio de comunicación que se manifieste por escrito, para lo cual se gozará de franquicia telegráfica.";"constitutional_remedies";"constitutional_remedy";"";"";"faculty";"";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-LJC-0039";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"39";"";"CRC-LJC 39";"** La tramitación del recurso estará a cargo del Presidente de la Sala o del magistrado a quien éste designe, en turno riguroso, y se sustanciará en forma privilegiada, para lo cual se pospondrá cualquier asunto de naturaleza diferente, salvo el de hábeas corpus. Los plazos son perentorios e improrrogables, sin perjuicio de lo dispuesto en el artículo 47.";"constitutional_remedies";"constitutional_remedy";"";"";"";"";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-LJC-0040";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"40";"";"CRC-LJC 40";"** Las resoluciones que se dicten en el recurso de amparo sólo se notificarán a las partes que hubieren señalado casa u oficina para oír notificaciones.";"constitutional_remedies";"constitutional_remedy";"";"";"";"";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-LJC-0041";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"41";"";"CRC-LJC 41";"** La interposición del amparo no suspenderá los efectos de leyes u otras disposiciones normativas cuestionadas, pero sí la aplicación de aquellas al recurrente, así como la de los actos concretos impugnados. Sin embargo, en casos de excepcional gravedad la Sala podrá disponer la ejecución o la continuidad de la ejecución, a solicitud de la Administración de la que dependa el funcionario u órgano demandado, o aun de oficio, cuando la suspensión cause o amenace causar daños o perjuicios ciertos e inminentes a los intereses públicos, mayores que los que la ejecución causaría al agraviado, mediante las cautelas que considere procedentes para proteger los derechos o libertades de este último y no hacer ilusorio el efecto de una eventual resolución del recurso a su favor. La suspensión operará de pleno derecho, y se notificará sin demora al órgano o servidor contra quien se dirige el amparo, por la vía más expedita posible. De igual modo, el Presidente o el Magistrado instructor podrán dictar cualquier medida de conservación o seguridad que la prudencia aconseje, para prevenir riesgos materiales o evitar que se produzcan otros daños como consecuencia de los hechos realizados, todo conforme con las circunstancias del caso. La Sala podrá, por resolución fundada, hacer cesar en cualquier momento la autorización de ejecución o las otras medidas cautelares que se hubieren dictado.";"constitutional_remedies";"constitutional_remedy";"";"";"faculty";"yes";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-LJC-0042";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"42";"";"CRC-LJC 42";"** Si el recurso fuere oscuro, de manera que no pudiere establecerse el hecho que lo motiva, o no llenare los requisitos indicados, se prevendrá al recurrente que corrija los defectos dentro de tercero día, los cuales deberán señalarse concretamente en la misma resolución. Si no los corrigiere, el recurso será rechazado de plano.";"";"";"";"";"";"";"";"";"yes";"";"statutory";"3";"low";"none_detected";"medium";"false";""
"CRC-LJC-0043";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"43";"";"CRC-LJC 43";"** Cuando no fuere del caso rechazar de plano o resolver interlocutoriamente el recurso, se le pedirá informe al órgano o al servidor que se indique como autor del agravio, amenaza u omisión, lo que se hará por el medio escrito más rápido posible. Al ordenarse el informe, se podrá también pedir el expediente administrativo o la documentación en que consten los antecendentes del asunto. La omisión injustificada de enviar esas piezas al tribunal acarreará responsabilidad por desobediencia. Si el recurso se dirigiere contra un órgano colegiado, el informe y las piezas se pedirán a su Presidente; si se tratare del Poder Ejecutivo o de un Ministerio, al Ministro respectivo, y si se tratare del Consejo de Gobierno, al Ministro de la Presidencia.";"";"";"Poder_Ejecutivo";"";"faculty";"";"";"";"yes";"";"statutory";"3";"low";"none_detected";"medium";"false";""
"CRC-LJC-0044";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"44";"";"CRC-LJC 44";"** El plazo para informar será de uno a tres días, que se fijará según sean la índole del asunto, la distancia y la rapidez de los medios de comunicación. Los informes se considerarán dados bajo juramento. Por consiguiente, cualquier inexactitud o falsedad hará incurrir al funcionario en las penas del perjurio o del falso testimonio, según la naturaleza de los hechos contenidos en el informe.";"";"";"";"";"";"yes";"";"";"";"";"statutory";"3";"low";"none_detected";"medium";"false";""
"CRC-LJC-0045";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"45";"";"CRC-LJC 45";"** Si el informe no fuere rendido dentro del plazo correspondiente, se tendrán por ciertos los hechos y se entrará a resolver el amparo sin más trámite, salvo que el tribunal estime necesaria alguna averiguación previa, todo sin perjuicio de las responsabilidades en que incurra el servidor omiso en el informe.";"constitutional_remedies";"constitutional_remedy";"";"";"";"yes";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-LJC-0046";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"46";"";"CRC-LJC 46";"** Si del informe resultare que es cierto el cargo, se declarará con lugar el amparo, si procediere conforme a derecho. Si fuere negativo, podrá ordenarse de inmediato una información, que deberá concluirse dentro de tres días con recepción de las pruebas que sean indispensables y, en su caso, se oirá en forma verbal al recurrente y al ofendido, si éste fuere persona distinta de aquél, lo mismo que al servidor o representante, de todo lo cual se levantará el acta correspondiente.";"constitutional_remedies";"constitutional_remedy";"";"";"faculty";"";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-LJC-0047";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"47";"";"CRC-LJC 47";"** Antes de dictar sentencia, para mejor proveer, la Sala podrá ordenar la práctica de cualquier otra diligencia.";"";"";"";"";"faculty";"";"";"";"";"";"statutory";"3";"low";"none_detected";"medium";"false";""
"CRC-LJC-0048";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"48";"";"CRC-LJC 48";"** En cualquier momento en que la Sala considere que las actuaciones u omisiones impugnadas están razonablemente fundadas en normas vigentes, hayan sido éstas atacadas o no también como violatorias de los derechos o libertades reclamados, así lo declarará en resolución fundada, y suspenderá la tramitación y le otorgará al recurrente un término de quince días hábiles para que formalice la acción de inconstitucionalidad contra aquéllas. Si no lo hiciere, se archivará el expediente. Cuando el amparo se interponga directamente contra las normas a que se refiere el inciso a) del artículo 30, el Presidente de la Sala suspenderá, sin más trámite, el recurso, y procederá en la forma prevista en el párrafo primero de este artículo.";"constitutional_remedies";"constitutional_remedy";"";"";"";"yes";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-LJC-0049";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"49";"";"CRC-LJC 49";"** Cuando el acto impugnado sea de carácter positivo, la sentencia que conceda el amparo tendrá por objeto restituir o garantizar al agraviado en el pleno goce de su derecho, y restablecer las cosas al estado que guardaban antes de la violación, cuando fuere posible. Si el amparo hubiere sido establecido para que una autoridad reglamente, cumpla o ejecute lo que una ley u otra disposición normativa ordena, dicha autoridad tendrá dos meses para cumplir con la prevención. Cuando lo impugnado hubiere sido la denegación de un acto o una omisión, la sentencia ordenará realizarlo, para lo cual se otorgará un plazo prudencial perentorio. Si se hubiere tratado de una mera conducta o actuación material, o de una amenaza, se ordenará su inmediata cesación, así como evitar toda nueva violación o amenaza, perturbación o restricción semejante. En todo caso, la Sala establecerá los demás efectos de la sentencia para el caso concreto.";"constitutional_remedies";"constitutional_remedy";"";"";"";"yes";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-LJC-0050";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"50";"";"CRC-LJC 50";"** Si al declararse con lugar el amparo hubieren cesado los efectos del acto reclamado, o éste se hubiere consumado en forma que no sea posible restablecer al recurrente en el goce de su derecho o libertad conculcada, en la sentencia se prevendrá al órgano o servidor que no deberá incurrir en los actos u omisiones que dieron mérito para acoger el recurso, y que, si procediere de modo contrario, cometerá el delito previsto y penado en el artículo 71 de esta ley, todo sin perjuicio de las responsabilidades en que ya hubiere incurrido.";"constitutional_remedies";"constitutional_remedy";"";"";"";"";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-LJC-0051";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"51";"";"CRC-LJC 51";"** Además de lo dispuesto en los dos artículos anteriores, toda resolución que acoja el recurso condenará en abstracto a la indemnización de los daños y perjuicios causados y al pago de las costas del recurso, y se reservará su liquidación para la ejecución de sentencia. La condenatoria será contra el Estado o, en su caso, la entidad de que dependa el demandado, y solidariamente contra éste, si se considerara que ha mediado dolo o culpa de su parte, en los términos del artículo 199 de la Ley General de la Administración Pública, todo ello sin perjuicio de las demás responsabilidades administrativas, civiles o penales en que haya incurrido. Si el amparo fuere desistido por el recurrente, rechazado o denegado por la Sala, ésta lo condenará al pago de las costas cuando estimare fundadamente que incurrió en temeridad.";"constitutional_remedies";"constitutional_remedy";"";"";"";"";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-LJC-0052";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"52";"";"CRC-LJC 52";"** Si, estando en curso el amparo, se dictare resolución, administrativa o judicial, que revoque, detenga o suspenda la actuación impugnada, se declarará con lugar el recurso únicamente para efectos de indemnización y de costas, si fueren procedentes. El recurrente podrá desistir del amparo, en cuyo caso se archivará el expediente si, a juicio de la Sala Constitucional, el recurso involucrare solamente derechos patrimoniales u otros renunciables. De lo contrario, continuará su tramitación. Cuando el desistimiento se funde en una satisfacción extraprocesal de los derechos o libertades reclamados por el interesado, el expediente podrá reabrirse en cualquier tiempo, si se demuestra que la satisfacción acordada ha resultado incumplida o tardía.";"constitutional_remedies";"constitutional_remedy";"Sala_Constitucional";"Sala_Constitucional";"faculty";"";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-LJC-0053";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"53";"";"CRC-LJC 53";"** Firme la sentencia que declare procedente el amparo, el órgano o servidor responsable del agravio deberá cumplirla sin demora. Si no lo hiciere dentro de las cuarenta y ocho horas siguientes a su firmeza, la Sala se dirigirá al superior del responsable y le requerirá para que lo haga cumplir y abra el correspondiente procedimiento disciplinario contra aquél. Al mismo tiempo, mandará abrir proceso contra el culpable o los culpables, y, pasadas otras cuarenta y ocho horas, contra el superior que no hubiere procedido conforme con lo expuesto, salvo cuando se trate de funcionarios que gocen de fuero privilegiado, en cuyo caso se comunicará al Ministerio Público para lo que proceda.";"constitutional_remedies";"constitutional_remedy";"";"";"";"yes";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-LJC-0054";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"54";"";"CRC-LJC 54";"** El cumplimiento de la sentencia que se dicte en el amparo no impedirá que se proceda contra el servidor, si los hechos u omisiones en que incurrió constituyeren delito, a cuyo efecto se testimoniarán las piezas necesarias y se remitirán al Ministerio Público.";"constitutional_remedies";"constitutional_remedy";"";"";"";"";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-LJC-0055";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"55";"";"CRC-LJC 55";"** El rechazo del recurso de amparo no prejuzga sobre las responsabilidades en que haya podido incurrir el autor del agravio. El ofendido o la Adminstración, en su caso, podrán promover o ejercitar las acciones que correspondan, o aplicar las medidas pertinentes.";"constitutional_remedies";"constitutional_remedy";"";"";"";"";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-LJC-0056";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"56";"";"CRC-LJC 56";"** La ejecución de las sentencias corresponde a la Sala Constitucional, salvo en lo relativo a la liquidación y cumplimiento de indemnizaciones y responsabilidades pecuniarias, o en otros aspectos que la propia Sala considere del caso, en que se hará en la vía contencioso administrativa por el procedimiento de ejecución de sentencia previsto en la ley reguladora de esa jurisdicción. **CAPITULO II** **DEL AMPARO CONTRA SUJETOS DE DERECHO PRIVADO**";"constitutional_remedies";"constitutional_remedy";"Sala_Constitucional";"Sala_Constitucional";"obligation";"yes";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-LJC-0057";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"57";"";"CRC-LJC 57";"** El recurso de amparo también se concederá contra las acciones u omisiones de sujetos de Derecho Privado, cuando éstos actúen o deban actuar en ejercicio de funciones o potestades públicas, o se encuentren, de derecho o de hecho, en una posición de poder frente a la cual los remedios jurisdiccionales comunes resulten claramente insuficientes o tardíos para garantizar los derechos o libertades fundamentales a que se refiere el artículo 2, inciso a), de esta ley. La resolución que rechace el recurso deberá indicar el procedimiento idóneo para tutelar el derecho lesionado. No se podrán acoger en sentencia recursos de amparo contra conductas legítimas del sujeto privado.";"constitutional_remedies";"constitutional_remedy";"";"";"";"yes";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-LJC-0058";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"58";"";"CRC-LJC 58";"** Cualquier persona podrá interponer el recurso.";"";"";"";"";"faculty";"";"";"";"yes";"";"statutory";"3";"low";"none_detected";"medium";"false";""
"CRC-LJC-0059";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"59";"";"CRC-LJC 59";"** El recurso se dirigirá contra el presunto autor del agravio, si se tratare de persona física en su condición individual; si se tratare de una persona jurídica, contra su representante legal; y si lo fuere de una empresa, grupo o colectividad organizados, contra su personero aparente o el responsable individual.";"";"";"";"";"";"";"";"";"yes";"";"statutory";"3";"low";"none_detected";"medium";"false";""
"CRC-LJC-0060";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"60";"";"CRC-LJC 60";"** El recurso será inadmisible si no se interpusiere dentro del plazo señalado en el artículo 35 de la presente ley.";"";"";"";"";"";"yes";"";"";"yes";"";"statutory";"3";"low";"none_detected";"medium";"false";""
"CRC-LJC-0061";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"61";"";"CRC-LJC 61";"** Cuando no corresponda rechazar de plano el recurso, se dará traslado a la persona o entidad que se indique como autora del agravio, amenaza u omisión, por un plazo de tres días, para lo cual se hará uso de la vía escrita más rápida posible. Ese plazo podrá aumentarse si resultare insuficiente por razón de la distancia. La notificación del traslado se practicará o comunicará en el lugar de trabajo, o en la casa de habitación del presunto autor del agravio, si se tratare de personas físicas. Si fuere una persona jurídica o una empresa, grupo o colectividad organizados, se hará al representante o personero en su casa de habitación, o en la sede de la sociedad, asociación, empresa o corporación.";"";"";"";"";"faculty";"yes";"";"";"yes";"";"statutory";"3";"low";"none_detected";"medium";"false";""
"CRC-LJC-0062";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"62";"";"CRC-LJC 62";"** La sentencia que conceda el amparo declarará ilegítima la acción u omisión que dio lugar al recurso, y ordenará que se cumpla lo que dispone la respectiva norma, según corresponda en cada caso, dentro del término que el propio fallo señale, y condenará a la persona o entidad responsable a la indemnización de los daños y perjuicios causados y al pago de las costas. Si el acto fuere de carácter negativo, el efecto del amparo será obligar al responsable a que actúe en el sentido de respetar el derecho de que se trate, con aplicación en lo demás de lo dispuesto en el párrafo anterior. La liquidación de los daños y perjuicios y de las costas se reservará a la vía civil de ejecución de sentencia.";"constitutional_remedies";"constitutional_remedy";"";"";"";"yes";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-LJC-0063";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"63";"";"CRC-LJC 63";"** Si al declararse con lugar el amparo hubieren cesado los efectos del acto reclamado, o éste se hubiere consumado en forma que no sea posible restablecer al perjudicado en el goce de su derecho, la sentencia prevendrá al agraviante que no debe incurrir en actos u omisiones iguales o semejantes a los que dieron mérito para acoger el recurso, y lo condenará en abstracto a la indemnización de los daños y perjuicios causados y al pago de las costas, con aplicación de lo dispuesto en el artículo anterior. Todo ello sin perjuicio de las otras responsabilidades civiles o penales que correspondan.";"constitutional_remedies";"constitutional_remedy";"";"";"";"";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-LJC-0064";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"64";"";"CRC-LJC 64";"** El rechazo del amparo contra sujetos de Derecho Privado no prejuzga sobre la responsabilidad civil o penal en que haya podido incurrir el autor del agravio, y el ofendido podrá ejercitar o promover las acciones respectivas.";"constitutional_remedies";"constitutional_remedy";"";"";"faculty";"";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-LJC-0065";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"65";"";"CRC-LJC 65";"** En lo no previsto en este capítulo o en el siguiente, se aplicarán las disposiciones y principios establecidos en el capítulo anterior, en lo que fueren compatibles. **\ #### CAPITULO III** **DEL DERECHO DE RECTIFICACION O RESPUESTA**";"";"";"";"";"";"";"";"";"";"";"statutory";"3";"low";"none_detected";"medium";"false";""
"CRC-LJC-0066";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"66";"";"CRC-LJC 66";"** El recurso de amparo garantiza el derecho de rectificación o respuesta que se deriva de los artículos 29 de la Constitución Política y 14 de la Convención Americana sobre Derechos Humanos, a toda persona afectada por informaciones inexactas o agraviantes emitidas en su perjuicio, por medios de difusión que se dirijan al público en general, y, consecuentemente, para efectuar por el mismo órgano de difusión su rectificación o respuesta en las condiciones que establece esta ley. En ningún caso la rectificación o la respuesta eximirá de otras responsabilidades legales en que se hubiese incurrido.";"constitutional_remedies";"constitutional_remedy";"";"";"";"";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-LJC-0067";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"67";"";"CRC-LJC 67";"** Cuando los ofendidos fueren una o más personas físicas directamente aludidas, el derecho podrá ser ejercido por cualquiera de ellas, pero, si lo hicieren varias, la extensión de cada rectificación o respuesta se reducirá a proporciones razonables que garanticen el debido equilibrio con la publicación o difusión que la cause. Si la inexactitud o el agravio fuere sólo indirecto o hubiere sido inferido a un grupo o colectividad, el derecho lo tendrá la persona o grupo de personas cuya rectificación o respuesta proteja más claramente la honra o reputación de todos los ofendidos y, en condiciones semejantes, la que se haya presentado antes, todo ello a juicio del medio de comunicación o, en su caso, de la Sala Constitucional. No obstante, cuando el ofendido pudiere identificarse con un grupo o colectividad organizados, o sus miembros en general, el derecho deberá ser ejercido por su personero o personeros autorizados una única vez, y, en el caso de una persona jurídica, por su representante legal. Si la inexactitud o el agravio afectare a más de un grupo, colectividad o persona jurídica, se aplicará lo dispuesto en el párrafo anterior.";"constitutional_remedies";"";"Sala_Constitucional";"Sala_Constitucional";"faculty";"";"";"";"";"";"statutory";"4";"low";"none_detected";"high";"false";""
"CRC-LJC-0068";"Costa Rica";"CRC-LJC";"LEY DE LA JURISDICCIÓN CONSTITUCIONAL";"ley_jurisdiccion_constitucional.md";"statutory_law";"4";"68";"";"CRC-LJC 68";"** Las responsabilidades que se deriven de la rectificación o respuesta recaerán exclusivamente sobre sus autores y no sobre el medio de comunicación o sus personeros, con excepción de hechos nuevos que no se refieran a la materia de la rectificación o respuesta. La que fuere ordenada por la Sala Constitucional eximirá a unos y otros de responsabilidad, salvo la que en la misma sentencia de amparo se imponga a los segundos por su negativa injustificada a publicarla.";"constitutional_remedies";"constitutional_remedy";"Sala_Constitucional";"Sala_Constitucional";"";"";"";"";"yes";"";"statutory";"4";"low";"none_detected";"high";"false";""
