"edge_id","country","mechanism_id","mechanism_name","source_actor_id","source_actor_name","target_actor_id","target_actor_name","relationship_type","process_stage","domestic_source_id","citation","legal_text_excerpt","legal_anchor_type","anchor_strength","mandatory_or_discretionary","timeline_defined","remedy_available","territorial_level","edge_confidence","edge_derivation_method","manual_review_required","notes","exclusion_reason"
"MEXV2-EDGE-0001","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-INECP","MEX-INECP 47 Num. 17","17.  El  artículo 58, párrafo  1, incisos  e),  f),  g), m) y n) de  la LGIPE, en concordancia con  el  artículo 49, párrafo 1, incisos e) y aa) del RIINE  establece que es atribución de la DECEyEC, e","electoral_administrative","2","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0002","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-INECP","MEX-INECP 55 Num. 19","19.  El artículo 73, párrafo 1, incisos a) al d), de la LGIPE, en relación con el diverso 58, párrafo 2, incisos a) y b), del RIINE, confiere a las Juntas Distritales  Ejecutivas,  entre  otras,  las ","electoral_administrative","2","discretionary","no","no","yes","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0003","Mexico","MEX-MECH-","","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-INECP","MEX-INECP 55 Num. 21","21.  El  artículo 217 de  la LGIPE establece  las bases para que  las y  los ciudadanos ejerza su derecho como acreditarse como observadoras/es electorales.","electoral_administrative","1","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0004","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-INECP","MEX-INECP 55 Num. 35","35.  El artículo 49 de la LFCP señala que en la jornada de Consulta Popular las y los ciudadanos acudirán ante las mesas directivas de casilla para expresar el sentido de su voluntad pronunciándose po","electoral_administrative","2","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0005","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-INECP","MEX-INECP 55 Num. 38","38.  El artículo 52 de  la LFCP se establece que, en caso de ausencia del escrutador designado para el escrutinio y cómputo de la Consulta Popular, las  funciones  las  realizarán  cualquiera de  los ","electoral_administrative","2","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0007","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-INECP","MEX-INECP 55 Num. 49","49.  La Consulta Popular es un mecanismo de participación de democracia directa por el cual la ciudadanía ejerce uno de los derechos humanos en materia política, a través del voto emitido, mediante el","electoral_administrative","2","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0008","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-INECP","MEX-INECP 55 Num. 64","64.  Con el propósito de mantener la integración de los órganos colegiados del Instituto, se invitará a los partidos políticos a conocer los avances de la organización de  la Consulta Popular, en  los","electoral_administrative","2","discretionary","yes","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0009","Mexico","MEX-MECH-006","popular_consultation","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-INECP","MEX-INECP 55 Num. 65","65.  Se autorizará que las y los ciudadanos que obtengan su acreditación como observadoras y observadores electorales en el Proceso Electoral 2020  - 2021, puedan desempeñarse nuevamente en  la Consul","electoral_administrative","2","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0013","Mexico","MEX-MECH-","","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-INECP","MEX-INECP 217 Fr. III.","III.   Cuadros para el “SÍ” y para el “NO”, colocados simétricamente y en tamaño apropiado para facilitar su identificación por la ciudadanía al momento de emitir su opinión;","electoral_administrative","1","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0014","Mexico","MEX-MECH-006","popular_consultation","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-INECP","MEX-INECP 217 Fr. I.","I.  Las papeletas de  la Consulta Popular, en número  igual  al de  las y  los ciudadanos que figuren en la LNEFCP para cada MRCP;","electoral_administrative","2","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0025","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-INERM","MEX-INERM 83","de la LGIPE. Las MDC tienen a su cargo, durante la Jornada de la RM, respetar y hacer respetar la libre emisión y efectividad de la voluntad de la ciudadanía, garantizar el secreto de la emisión de op","electoral_administrative","2","discretionary","yes","no","yes","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0026","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-INERM","MEX-INERM 83 Fr. I.","I.  Si estuviera  la o  el Presidente, designará a las personas funcionarias necesarias para su integración, recorriendo, en primer término, el orden para ocupar los cargos de las personas funcionaria","electoral_administrative","2","discretionary","yes","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0027","Mexico","MEX-MECH-","","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-INERM","MEX-INERM 83 Fr. IV.","IV. Si sólo estuvieran las personas suplentes, una de ellas, asumirá las funciones de la presidencia, y nombrará al funcionariado faltante de entre la ciudadanía formada en la fila, verificando previa","electoral_administrative","1","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0028","Mexico","MEX-MECH-001","vote","MEX-ACT-006","Partidos Políticos Nacionales","","","unknown_functional_relationship","unknown_stage","MEX-INERM","MEX-INERM 83 Fr. VI.","VI. Cuando por razones de distancia o de dificultad de las comunicaciones, no sea posible la intervención oportuna del personal del Instituto designado, a las 10:00 horas, los representantes de los pa","electoral_administrative","2","discretionary","yes","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0029","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-INERM","MEX-INERM 83 Fr. VII.","VII. En todo caso, integrada conforme a los anteriores supuestos, la MDC iniciará sus actividades y funcionará hasta su clausura. Artículo 83. Las casillas se instalarán en los lugares aprobados por ","electoral_administrative","2","discretionary","yes","no","yes","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0030","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-INERM","MEX-INERM 83 Fr. II.","II.   La o el Escrutador apoyará a orientar a la ciudadanía para dirigirse a la MDC, al cancel electoral y a la urna.","electoral_administrative","2","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0031","Mexico","MEX-MECH-","","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-INERM","MEX-INERM 83 Fr. VII.","VII. La o el Secretario de la MDC procederá a impregnar con líquido indeleble el dedo pulgar derecho de la ciudadanía y marcará la CPV vigente con las siglas  “RM”,  dentro  del  rectángulo  de  elecc","electoral_administrative","1","discretionary","no","no","yes","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0032","Mexico","MEX-MECH-001","vote","MEX-ACT-006","Partidos Políticos Nacionales","MEX-ACT-007","Ciudadanos / Ciudadanas","unknown_functional_relationship","unknown_stage","MEX-INERM","MEX-INERM 83 Fr. VIII.","VIII. La o el Secretario de la MDC entregará al ciudadano o ciudadana su CPV vigente. Artículo 88. Durante el desarrollo de la Jornada de la RM, las y los integrantes de la MDC podrán ejercer su dere","electoral_administrative","2","discretionary","yes","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0048","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFCP","MEX-LFCP 4","La consulta popular es el instrumento de participación por el cual los ciudadanos, a través de la emisión del voto libre, secreto, directo, personal e intransferible, toman parte de las decisiones de ","statutory","4","discretionary","no","no","yes","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0050","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFCP","MEX-LFCP 7","Votar en las consultas populares constituye un derecho y una obligación de los ciudadanos y ciudadanas para participar en la toma de decisiones sobre temas de trascendencia nacional o regional compete","statutory","4","discretionary","no","no","yes","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0051","Mexico","MEX-MECH-006","popular_consultation","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFCP","MEX-LFCP 9","Para efectos de esta Ley se entenderá: I. Aviso de intención: Formato mediante el cual los ciudadanos expresan su voluntad a la Cámara que corresponda de presentar una petición de consulta popular; II","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0053","Mexico","MEX-MECH-006","popular_consultation","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFCP","MEX-LFCP 14","Las ciudadanas y los ciudadanos que deseen presentar una petición de consulta popular para la jornada de consulta inmediata siguiente, deberán dar Aviso de Intención a la Presidencia de la Mesa Direct","statutory","4","discretionary","yes","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0056","Mexico","MEX-MECH-","","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFCP","MEX-LFCP 20","La solicitud que provenga de las ciudadanas y los ciudadanos se presentará ante la Presidencia de la Mesa Directiva de cualquiera de las Cámaras, conforme a la Sección Segunda del presente Capítulo.  ","statutory","3","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0057","Mexico","MEX-MECH-","","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFCP","MEX-LFCP 23","La solicitud que provenga de los ciudadanos, además de los requisitos previstos en el","statutory","3","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0058","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFCP","MEX-LFCP 21","de esta Ley, deberá complementarse con: I. Nombre completo y domicilio del representante para recibir notificaciones, y II. #### Anexo que contenga los nombres completos de los ciudadanos y su firma, ","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0059","Mexico","MEX-MECH-","","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFCP","MEX-LFCP 28","Cuando la petición provenga de los ciudadanos se seguirá el siguiente procedimiento: I. Recibida la petición por la Presidencia de la Mesa Directiva de la Cámara que corresponda, la publicará en su Ga","statutory","3","discretionary","yes","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0060","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFCP","MEX-LFCP 32","Al Instituto le corresponde verificar el porcentaje establecido en el artículo 35, fracción VIII, numeral 1o., inciso c) de la Constitución. Para tal efecto, el Instituto contará con un plazo no mayor","statutory","4","mandatory","yes","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0061","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFCP","MEX-LFCP 33 Fr. IV.","IV. Las firmas que correspondan a ciudadanos que ya hubieren respaldado otra consulta popular en el mismo proceso, excedan del veinte por ciento del total de firmas requeridas, en virtud de lo dispues","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0062","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFCP","MEX-LFCP 33","de esta Ley, el resultado de la revisión de que los ciudadanos aparecen en la lista nominal de electores del Instituto, el cual deberá contener: I. El número total de ciudadanos firmantes; II. El núme","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0063","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFCP","MEX-LFCP 33 Fr. III.","III. El número de ciudadanos firmantes que no se encuentran en la lista nominal de electores y su porcentaje;","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0064","Mexico","MEX-MECH-006","popular_consultation","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFCP","MEX-LFCP 33 Fr. IV.","IV. El número de ciudadanos que no hayan sido contabilizados en virtud de que ya habían firmado una consulta popular anterior; V. Los resultados del ejercicio muestral, y","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0065","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFCP","MEX-LFCP 33 Fr. VI.","VI. Las ciudadanas y los ciudadanos que hayan sido dados de baja de la lista nominal por alguno de los supuestos previstos en la Ley General.  #### SECCIÓN SEGUNDA #### DE LA ORGANIZACIÓN DE LA CONSUL","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0066","Mexico","MEX-MECH-006","popular_consultation","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFCP","MEX-LFCP 40","Durante la campaña de difusión, el Instituto promoverá la participación de los ciudadanos en la consulta popular a través de los tiempos en radio y televisión que corresponden a la autoridad electoral","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0068","Mexico","MEX-MECH-006","popular_consultation","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFCP","MEX-LFCP 42","Durante los tres días naturales anteriores a la jornada de consulta y hasta el cierre oficial de las casillas que se encuentren en las zonas de husos horarios más occidentales del territorio nacional,","statutory","4","discretionary","yes","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0069","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFCP","MEX-LFCP 45 Fr. III.","III. En su caso, los instructivos que indiquen las atribuciones y responsabilidades de los funcionarios de la casilla. Fracción recorrida DOF 19-05-2021 . El número de ciudadanos y ciudadanas que ejer","statutory","4","discretionary","no","no","yes","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0070","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFCP","MEX-LFCP 46","El Instituto, podrá designar adicionalmente a uno o más ciudadanos para que se integren a las mesas directivas de casilla, con la finalidad de que funjan como escrutadores de la consulta popular. ####","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0071","Mexico","MEX-MECH-001","vote","MEX-ACT-006","Partidos Políticos Nacionales","MEX-ACT-007","Ciudadanos / Ciudadanas","unknown_functional_relationship","unknown_stage","MEX-LFCP","MEX-LFCP 48","El Instituto garantizará la integración de nuevas mesas directivas de casilla para la jornada de consulta popular, compuestas por ciudadanas y ciudadanos a razón de un presidente, un secretario, un es","statutory","4","discretionary","yes","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0072","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFCP","MEX-LFCP 49","En la jornada de consulta popular los ciudadanos acudirán ante las mesas directivas de casilla para expresar el sentido de su voluntad pronunciándose por el “SÍ” cuando estén a favor o por el “NO” cua","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0073","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFCP","MEX-LFCP 52","La falta de las ciudadanas o de los ciudadanos designados como escrutadores por el Instituto para realizar el escrutinio y cómputo de la consulta popular en la casilla, no será causa de nulidad  de la","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0075","Mexico","MEX-MECH-","","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFCP","MEX-LFCP 60 Fr. III.","III. Los ciudadanos, a través del representante designado.","statutory","3","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0077","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFRM","MEX-LFRM 2","Esta Ley es de orden público y de observancia en el ámbito federal en todo el territorio nacional. Tiene por objeto regular y garantizar el ejercicio del derecho político de las ciudadanas y los ciuda","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0084","Mexico","MEX-MECH-007","recall","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFRM","MEX-LFRM 5","El proceso de revocación de mandato es el instrumento de participación solicitado por la ciudadanía para determinar la conclusión anticipada en el desempeño del cargo de la persona titular de la Presi","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0087","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFRM","MEX-LFRM 7","El inicio del proceso de revocación de mandato solamente procederá a petición de las personas ciudadanas en un número equivalente, al menos, al tres por ciento de las inscritas en la lista nominal de ","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0088","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFRM","MEX-LFRM 8","Son requisitos para solicitar, participar y votar en el proceso de revocación de mandato: I. Tener la ciudadanía mexicana, de conformidad con el artículo 34 de la Constitución; II. Estar inscrita o in","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0089","Mexico","MEX-MECH-007","recall","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFRM","MEX-LFRM 10","Las ciudadanas y ciudadanos podrán firmar más de un formato, pero se contará como una sola muestra de voluntad al respecto de la solicitud de revocación de mandato. La presentación de varias solicitud","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0091","Mexico","MEX-MECH-","","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFRM","MEX-LFRM 12","Sin perjuicio de lo dispuesto en el artículo anterior, el Instituto diseñará y aprobará la utilización de herramientas tecnológicas y dispositivos electrónicos al alcance de las ciudadanas y los ciuda","statutory","3","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0092","Mexico","MEX-MECH-","","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFRM","MEX-LFRM 13","En el ejercicio de su derecho político a participar directamente en la evaluación de la gestión del Ejecutivo Federal, las ciudadanas y los ciudadanos podrán llevar a cabo actos tendentes a recabar el","statutory","3","discretionary","yes","yes","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0093","Mexico","MEX-MECH-003","political_parties","MEX-ACT-006","Partidos Políticos Nacionales","MEX-ACT-007","Ciudadanos / Ciudadanas","unknown_functional_relationship","unknown_stage","MEX-LFRM","MEX-LFRM 14","Las autoridades de la Federación, de las entidades federativas, de los municipios y de las alcaldías, los partidos políticos o cualquier otro tipo de organización del sector público, social o privado ","statutory","4","discretionary","yes","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0094","Mexico","MEX-MECH-007","recall","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFRM","MEX-LFRM 15","El proceso de revocación de mandato inicia con la solicitud que presentan las ciudadanas y los ciudadanos que se ubiquen en los supuestos previstos en los artículos 7 y 8 de esta Ley.","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0095","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFRM","MEX-LFRM 19","La Convocatoria para el proceso de revocación de mandato deberá contener, al menos, lo siguiente: I. Fundamentos constitucionales y legales aplicables, incluyendo la definición de revocación de mandat","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0096","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFRM","MEX-LFRM 24","Las firmas de apoyo de las ciudadanas y los ciudadanos no serán contabilizadas para los efectos del porcentaje requerido, cuando: a) Se presenten nombres con datos incompletos, falsos o erróneos; b) N","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0097","Mexico","MEX-MECH-001","vote","MEX-ACT-006","Partidos Políticos Nacionales","MEX-ACT-007","Ciudadanos / Ciudadanas","unknown_functional_relationship","unknown_stage","MEX-LFRM","MEX-LFRM 32","El Instituto deberá iniciar la difusión de la consulta al día siguiente de la publicación de la Convocatoria en el Diario Oficial de la Federación, la cual concluirá hasta tres días previos a la fecha","statutory","4","discretionary","yes","yes","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0098","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFRM","MEX-LFRM 33","El Instituto realizará el monitoreo de medios de comunicación, prensa y medios electrónicos, a fin de garantizar la equidad en los espacios informativos, de opinión pública y/o de difusión asignados a","statutory","4","discretionary","no","yes","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0099","Mexico","MEX-MECH-007","recall","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFRM","MEX-LFRM 34","Durante los tres días naturales anteriores a la jornada de revocación de mandato y hasta el cierre oficial de las casillas que se encuentren en las zonas de husos horarios más occidentales del territo","statutory","4","discretionary","yes","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0100","Mexico","MEX-MECH-007","recall","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFRM","MEX-LFRM 35","El Instituto deberá organizar al menos dos foros de discusión en medios electrónicos, donde prevalecerá la equidad entre las participaciones a favor y en contra. Las ciudadanas y los ciudadanos podrán","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0101","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFRM","MEX-LFRM 38","Las presidentas o los presidentes de los Consejos Distritales entregarán a quienes asuman las presidencias de las mesas directivas de casilla, dentro de los cinco días previos al anterior de la jornad","statutory","4","mandatory","yes","no","yes","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0102","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFRM","MEX-LFRM 39","El Instituto podrá designar adicionalmente a uno o más ciudadanas o ciudadanos para que se integren a las mesas directivas de casilla, con la finalidad de que funjan como escrutadores de la revocación","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0103","Mexico","MEX-MECH-001","vote","MEX-ACT-006","Partidos Políticos Nacionales","MEX-ACT-007","Ciudadanos / Ciudadanas","unknown_functional_relationship","unknown_stage","MEX-LFRM","MEX-LFRM 41","El Instituto garantizará la integración de nuevas mesas directivas de casilla para la jornada de revocación de mandato, compuestas por ciudadanas y ciudadanos a razón de un presidente, un secretario, ","statutory","4","discretionary","yes","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0104","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFRM","MEX-LFRM 42","En la jornada de revocación de mandato las y los ciudadanos acudirán ante las mesas directivas de casilla para expresar el sentido de su voluntad pronunciándose por alguna de las opciones señaladas en","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0105","Mexico","MEX-MECH-001","vote","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LFRM","MEX-LFRM 45","La falta de las ciudadanas o de los ciudadanos designados como escrutadores por el Instituto para realizar el escrutinio y cómputo de la votación de la revocación de mandato en la casilla no será caus","statutory","4","discretionary","no","no","no","exclude","excluded_comention_only","false","","no authority field; co-mention only"
"MEXV2-EDGE-0124","Mexico","MEX-MECH-006","popular_consultation","MEX-ACT-007","Ciudadanos / Ciudadanas","","","unknown_functional_relationship","unknown_stage","MEX-LGDE","MEX-LGDE 3","Para los efectos de esta Ley se entenderá por: I. Constitución: Constitución Política de los Estados Unidos Mexicanos; II. Ley: Ley General en Materia de Delitos Electorales; III. Código Penal: Código","statutory","4","discretionary","yes","yes","yes","exclude","excluded_comention_only","false","","no authority field; co-mention only"
