"provision_id","source_id","citation","mechanism","authority","actor","obligation_or_faculty","legal_anchor_type","anchor_strength","senate_reference_type","senate_as_grammatical_subject","has_functional_keyword","in_target_mechanism","functional_types","patch_candidate","text_excerpt"
"MEX-LGSMIME-0165","MEX-LGSMIME","MEX-LGSMIME 61 Num. 1","electoral_remedies|electoral_authority_internal_governance","INE","INE","","statutory","4","specific","no","no","yes","budget_oversight","no","1. El recurso de reconsideración sólo procederá para impugnar las sentencias de fondo dictadas por las Salas Regionales en los casos siguientes: a)  En juicios de inconformidad que se hayan promovido en contra de los resultados de las elecciones de diputados y senadores, así como las asignaciones po"
"MEX-LGSMIME-0170","MEX-LGSMIME","MEX-LGSMIME 62 Fr. IV.","electoral_authority_internal_governance","INE","INE","","statutory","4","specific","no","no","yes","other_functional","no","IV.  Haya resuelto la no aplicación de alguna ley en materia electoral por estimarla contraria a la Constitución Política de los Estados Unidos Mexicanos.  b)  Que el Consejo General del Instituto Federal Electoral haya asignado indebidamente diputados o senadores por el principio de representación "
"MEX-LGSMIME-0178","MEX-LGSMIME","MEX-LGSMIME 63 Fr. V.","electoral_authority_internal_governance","INE","INE","","statutory","4","specific","no","no","yes","other_functional","no","V. Corregir la asignación de diputados o senadores según el principio de representación proporcional realizada por el Consejo General del Instituto Federal Electoral."
"MEX-LGSMIME-0181","MEX-LGSMIME","MEX-LGSMIME 65 Num. 1","political_parties|electoral_remedies|electoral_authority_internal_governance","INE|TEPJF","INE|TEPJF|Political_parties","obligation","statutory","4","specific","no","no","yes","other_functional","no","1. La interposición del recurso de reconsideración corresponde exclusivamente a los partidos políticos por conducto de: a) El representante que interpuso el juicio de inconformidad al que le recayó la sentencia impugnada; b) El representante que compareció como tercero interesado en el juicio de inc"
"MEX-LGSMIME-0184","MEX-LGSMIME","MEX-LGSMIME 66 Num. 1","electoral_remedies|electoral_authority_internal_governance","INE|TEPJF","INE|TEPJF","","statutory","4","specific","no","no","yes","other_functional","no","1. El recurso de reconsideración deberá interponerse: a) Dentro de los tres días contados a partir del día siguiente al en que se haya notificado la sentencia de fondo impugnada de la Sala Regional; y b) Dentro de las cuarenta y ocho horas siguientes, contadas a partir de la conclusión de la sesión "
"MEX-LGSMIME-0188","MEX-LGSMIME","MEX-LGSMIME 69 Num. 2","electoral_remedies","","","","statutory","4","specific","no","no","yes","budget_oversight","no","2. Las sentencias que resuelvan el recurso de reconsideración serán definitivas e inatacables y podrán tener los efectos siguientes: a) Confirmar el acto o sentencia impugnado; b) Modificar o revocar la sentencia impugnada cuando se actualice alguno de los presupuestos previstos en el inciso a) del "
"MEX-LGSMIME-0191","MEX-LGSMIME","MEX-LGSMIME 71 Num. 1","vote","","","","statutory","4","specific","no","yes","yes","other_functional","no","1. Las nulidades establecidas en este Título podrán afectar la votación emitida en una o varias casillas y, en consecuencia, los resultados del cómputo de la elección impugnada; o la elección en un distrito electoral uninominal para la fórmula de diputados de mayoría relativa; o la elección en una e"
"MEX-LGSMIME-0194","MEX-LGSMIME","MEX-LGSMIME 73 Num. 1","right_to_stand_for_election","","","","statutory","4","specific","no","no","yes","other_functional","no","1. Tratándose de la inelegibilidad de candidatos a diputados y senadores electos por el principio de representación proporcional, tomará el lugar del declarado no elegible su suplente, y en el supuesto de que este último también sea inelegible, el que sigue en el orden de la lista correspondiente al"
"MEX-LGSMIME-0199","MEX-LGSMIME","MEX-LGSMIME 77 Num. 1","vote","","","","statutory","4","specific","no","yes","yes","other_functional","no","1. Son causales de nulidad de una elección de senadores en una entidad federativa, cualquiera de las siguientes: a)  Cuando alguna o algunas de las causales de nulidad previstas en el párrafo 1 del artículo 75 de esta ley, se acrediten en por lo menos el veinte por ciento de las casillas en la entid"
"MEX-LGSMIME-0203","MEX-LGSMIME","MEX-LGSMIME 78 Num. 1","vote","TEPJF","TEPJF","","statutory","4","specific","no","no","yes","other_functional","no","1. Las Salas del Tribunal Electoral podrán declarar la nulidad de una elección de diputados o senadores cuando se hayan cometido en forma generalizada violaciones sustanciales en la jornada electoral, en el distrito o entidad de que se trate, se encuentren plenamente acreditadas y se demuestre que l"
"MEX-LGSMIME-0217","MEX-LGSMIME","MEX-LGSMIME 83 Num. 1","electoral_remedies","TEPJF","TEPJF","","statutory","4","specific","no","no","yes","other_functional","no","1. Son competentes para resolver el juicio para la protección de los derechos político-electorales del ciudadano: a)  La Sala Superior, en única instancia: I. En los casos señalados en el inciso d) del párrafo 1 del artículo 80 de esta ley, en relación con las elecciones de Presidente Constitucional"
"MEX-LGSMIME-0219","MEX-LGSMIME","MEX-LGSMIME 83 Fr. III.","political_parties","","Political_parties","","statutory","4","specific","no","no","yes","other_functional","no","III.  En el caso señalado en el inciso f) del párrafo 1 del artículo 80 de esta ley, cuando se trate de la violación de los derechos político-electorales por determinaciones emitidas por los partidos políticos en la elección de candidatos a los cargos de Presidente de los Estados Unidos Mexicanos, G"
"MEX-LGSMIME-0223","MEX-LGSMIME","MEX-LGSMIME 83 Fr. IV.","political_parties","","Political_parties","","statutory","4","specific","no","no","yes","other_functional","no","IV.  La violación de los derechos político-electorales por determinaciones emitidas por los partidos políticos en la elección de candidatos a los cargos de diputados federales y senadores por el principio de mayoría relativa, diputados a la Legislatura de la Ciudad de México, en las elecciones de au"
"MEX-LGSMIME-0274","MEX-LGSMIME","MEX-LGSMIME Único","citizen_initiative|electoral_remedies","","Citizens","","statutory","4","generic_congress","no","yes","yes","legislative_procedure|citizen_initiative_procedure","no","### Artículo Único.- El presente Decreto entrará en vigor al día siguiente de su publicación en el Diario Oficial de la Federación. México, D.F., a 20 de Junio de 2008.- Sen. Santiago Creel Miranda, Presidente.- Dip. Ruth Zavaleta Salgado, Presidenta.- Sen. Renán Cleominio Zoreda Novelo, Secretario."
"MEX-LGSMIME-0279","MEX-LGSMIME","MEX-LGSMIME Único","vote|right_to_stand_for_election|political_parties|electoral_remedies|transparency_and_accountability|administrative_responsibility|electoral_authority_internal_governance","INE|TEPJF|SCJN|Congress|SFP","INE|TEPJF|SCJN|Congress|Political_parties|SFP|OPLEs","obligation","statutory","4","specific","no","yes","yes","legislative_procedure","no","### Artículo Único.- Se adiciona un inciso h) al numeral 1 del artículo 10 de la Ley General del Sistema de Medios de Impugnación en Materia Electoral, para quedar como sigue: ……… #### Transitorio Único.- El presente Decreto entrará en vigor al día siguiente de su publicación en el Diario Oficial de"
"MEX-LGSMIME-0286","MEX-LGSMIME","MEX-LGSMIME Único Num. 234","political_parties|electoral_remedies|transparency_and_accountability","TEPJF|SCJN|Congress","TEPJF|SCJN|Congress|Political_parties","","statutory","4","generic_congress","no","yes","yes","legislative_procedure","no","234. Por lo antes expuesto, el Pleno de la Suprema Corte de Justicia de la Nación resuelve: PRIMERO. Es procedente y fundada la presente acción de inconstitucionalidad y su acumulada. SEGUNDO. Se declara la invalidez del artículo 10, numeral 1, inciso h), de la Ley General del Sistema de Medios de I"
"MEX-LGPP-0207","MEX-LGPP","MEX-LGPP 87 Num. 1","political_parties","","Political_parties","","statutory","4","specific","no","no","yes","other_functional","no","1. Los partidos políticos nacionales podrán formar coaliciones para las elecciones de Presidente de los Estados Unidos Mexicanos, así como de senadores y de diputados por el principio de mayoría relativa."
"MEX-LGPP-0217","MEX-LGPP","MEX-LGPP 87 Num. 11","political_parties","","Political_parties","","statutory","4","specific","no","no","yes","other_functional","no","11. Concluida la etapa de resultados y de declaraciones de validez de las elecciones de senadores y diputados, terminará automáticamente la coalición por la que se hayan postulado candidatos, en cuyo caso los candidatos a senadores o diputados de la coalición que resultaren electos quedarán comprend"
"MEX-LGPP-0228","MEX-LGPP","MEX-LGPP 89 Num. 1","right_to_stand_for_election|political_parties","","Political_parties","","statutory","4","specific","no","yes","yes","other_functional","no","1. En todo caso, para el registro de la coalición los partidos políticos que pretendan coaligarse deberán: a) Acreditar que la coalición fue aprobada por el órgano de dirección nacional que establezcan los estatutos de cada uno de los partidos políticos coaligados y que dichos órganos expresamente a"
"MEX-LGPP-0247","MEX-LGPP","MEX-LGPP 94 Num. 1","vote|political_parties","","Political_parties","","statutory","4","specific","no","no","yes","other_functional","no","1. Son causa de pérdida de registro de un partido político: a) No participar en un proceso electoral ordinario; b) [No obtener en la elección ordinaria inmediata anterior, por lo menos el tres por ciento de la votación válida emitida en alguna de las elecciones para diputados, senadores o Presidente"
"MEX-LGPP-0267","MEX-LGPP","MEX-LGPP 23","political_parties","SCJN|Congress","SCJN|Congress|Political_parties","faculty","statutory","4","specific","no","yes","yes","legislative_procedure","no",", y un último párrafo al numeral 1 del artículo 25 de la Ley General de Partidos Políticos, para quedar como sigue: ……… #### Transitorio Único.- El presente Decreto entrará en vigor al día siguiente de su publicación en el Diario Oficial de la Federación. Ciudad de México, a 23 de febrero de 2022.- "
"MEX-CPEUM-0021","MEX-CPEUM","MEX-CPEUM 6o Fr. VIII.","transparency_and_accountability","Congress","Congress","","constitutional","5","generic_congress","no","yes","yes","other_functional","no","VIII.  Los sujetos obligados deberán promover, respetar, proteger y garantizar los derechos de acceso a la información pública y a la protección de datos personales. Las leyes en la materia determinarán las bases, principios generales y procedimientos del ejercicio de estos derechos, así como la com"
"MEX-CPEUM-0025","MEX-CPEUM","MEX-CPEUM 6o Fr. V.","vote","","","faculty","constitutional","5","specific","no","yes","yes","appointment_ratification","no","V.  La ley establecerá un organismo público descentralizado con autonomía técnica, operativa, de decisión y de gestión, que tendrá por objeto proveer el servicio de radiodifusión sin fines de lucro, a efecto de asegurar el acceso al mayor número de personas en cada una de las entidades de la Federac"
"MEX-CPEUM-0046","MEX-CPEUM","MEX-CPEUM 21","","FGR","FGR","obligation","constitutional","5","specific","no","yes","no","legislative_procedure","no","La investigación de los delitos corresponde al Ministerio Público, a la secretaría del ramo de seguridad pública del Ejecutivo Federal, a la Guardia Nacional y a las policías, en el ámbito de su competencia, las cuales actuarán bajo la conducción y mando de aquél en el ejercicio de esta función. , 3"
"MEX-CPEUM-0051","MEX-CPEUM","MEX-CPEUM 26","popular_consultation|transparency_and_accountability","Congress","Congress","","constitutional","5","generic_congress","no","yes","yes","popular_consultation_procedure","no","A.  El Estado organizará un sistema de planeación democrática del desarrollo nacional que imprima solidez, dinamismo, competitividad, permanencia y equidad al crecimiento de la economía para la independencia y la democratización política, social y cultural de la nación.  Los fines del proyecto nacio"
"MEX-CPEUM-0062","MEX-CPEUM","MEX-CPEUM 27 Fr. XIX.","","","","","constitutional","5","specific","no","yes","no","appointment_ratification","no","XIX.  Con base en esta Constitución, el Estado dispondrá las medidas para la expedita y honesta impartición de la justicia agraria, con objeto de garantizar la seguridad jurídica en la tenencia de le (sic DOF 03-02-1983) tierra ejidal, comunal y de la pequeña propiedad, y apoyará la asesoría legal d"
"MEX-CPEUM-0080","MEX-CPEUM","MEX-CPEUM 35 Num. 1o","vote|popular_consultation|recall","Congress","Congress|Citizens","","constitutional","5","generic_congress","no","yes","yes","other_functional","no","1o.  Serán convocadas por el Congreso de la Unión a petición de: a)  El Presidente de la República; b)  El equivalente al treinta y tres por ciento de los integrantes de cualquiera de las Cámaras del Congreso de la Unión; o c) Para el caso de las consultas populares de temas de trascendencia naciona"
"MEX-CPEUM-0082","MEX-CPEUM","MEX-CPEUM 35 Num. 3o","popular_consultation","SCJN|Congress","SCJN|Congress","","constitutional","5","generic_congress","no","yes","yes","popular_consultation_procedure|budget_oversight","no","3o. No podrán ser objeto de consulta popular la restricción de los derechos humanos reconocidos por esta Constitución y en los tratados internacionales de los que el Estado Mexicano sea parte, ni las garantías para su protección; los principios consagrados en el artículo 40 de la misma; la permanenc"
"MEX-CPEUM-0118","MEX-CPEUM","MEX-CPEUM 41 Fr. II.","vote|political_parties|transparency_and_accountability","","Political_parties|Citizens","","constitutional","5","specific","no","no","yes","other_functional","no","II.  La ley garantizará que los partidos políticos nacionales cuenten de manera equitativa con elementos para llevar a cabo sus actividades y señalará las reglas a que se sujetará el financiamiento de los propios partidos y sus campañas electorales, debiendo garantizar que los recursos públicos prev"
"MEX-CPEUM-0120","MEX-CPEUM","MEX-CPEUM 41 Fr. IV.","right_to_stand_for_election","","","","constitutional","5","specific","no","no","yes","other_functional","no","IV.  La ley establecerá los requisitos y las formas de realización de los procesos de selección y postulación de candidatos a cargos de elección popular, así como las reglas para las precampañas y las campañas electorales.  La duración de las campañas en el año de elecciones para Presidente de la Re"
"MEX-CPEUM-0134","MEX-CPEUM","MEX-CPEUM 46","","SCJN","SCJN","faculty","constitutional","5","specific","no","yes","no","legislative_procedure|treaty_ratification","no","Las entidades federativas pueden arreglar entre sí y en cualquier momento, por convenios amistosos, sus respectivos límites; pero no se llevarán a efecto esos arreglos sin la aprobación de la Cámara de Senadores. De no existir el convenio a que se refiere el párrafo anterior, y a instancia de alguna"
"MEX-CPEUM-0156","MEX-CPEUM","MEX-CPEUM 56","vote|right_to_stand_for_election|political_parties","","Political_parties","","constitutional","5","specific","no","yes","yes","other_functional","no","La Cámara de Senadores se integrará por ciento veintiocho senadoras y senadores, de los cuales, en cada Estado y en la Ciudad de México, dos serán elegidos según el principio de votación mayoritaria relativa y uno será asignado a la primera minoría. Para estos efectos, los partidos políticos deberán"
"MEX-CPEUM-0160","MEX-CPEUM","MEX-CPEUM 60","political_parties|electoral_remedies","TEPJF","TEPJF|Political_parties","","constitutional","5","specific","no","no","yes","budget_oversight","no","l organismo público previsto en el artículo 41 de esta Constitución, de acuerdo con lo que disponga la ley, declarará la validez de las elecciones de diputados y senadores en cada uno de los distritos electorales uninominales y en cada una de las entidades federativas; otorgará las constancias respe"
"MEX-CPEUM-0163","MEX-CPEUM","MEX-CPEUM 63","political_parties","Congress","Congress|Political_parties","faculty","constitutional","5","specific","no","no","yes","other_functional","no","Las Cámaras no pueden abrir sus sesiones ni ejercer su cargo sin la concurrencia, en cada una de ellas, de más de la mitad del número total de sus miembros; pero los presentes de una y otra deberán reunirse el día señalado por la ley y compeler a los ausentes a que concurran dentro de los treinta dí"
"MEX-CPEUM-0169","MEX-CPEUM","MEX-CPEUM 69","","Congress","Congress","faculty","constitutional","5","specific","no","yes","no","judicial_election_procedure","no","- En la apertura de Sesiones Ordinarias del Primer Periodo de cada año de ejercicio del Congreso, el Presidente de la República presentará un informe por escrito, en el que manifieste el estado general que guarda la administración pública del país. En la apertura de las sesiones extraordinarias del "
"MEX-CPEUM-0174","MEX-CPEUM","MEX-CPEUM 71 Fr. IV.","vote","","Citizens","faculty","constitutional","5","specific","no","yes","yes","legislative_procedure|popular_consultation_procedure","no","IV.  A los ciudadanos en un número equivalente, por lo menos, al cero punto trece por ciento de la lista nominal de electores, en los términos que señalen las leyes.  La Ley del Congreso determinará el trámite que deba darse a las iniciativas. , 09-08-2012 El día de la apertura de cada periodo ordin"
"MEX-CPEUM-0175","MEX-CPEUM","MEX-CPEUM 72","vote","Congress","Congress","faculty","constitutional","5","specific","no","yes","yes","legislative_procedure|popular_consultation_procedure","no","do proyecto de ley o decreto, cuya resolución no sea exclusiva de alguna de las Cámaras, se discutirá sucesivamente en ambas, observándose la Ley del Congreso y sus reglamentos respectivos, sobre la forma, intervalos y modo de proceder en las discusiones y votaciones:  A. Aprobado un proyecto en la "
"MEX-CPEUM-0204","MEX-CPEUM","MEX-CPEUM 76","political_parties","","","faculty","constitutional","5","specific","no","yes","yes","appointment_ratification","no","n facultades exclusivas del Senado: I. Analizar la política exterior desarrollada por la persona titular del Ejecutivo Federal con base en los informes anuales que las personas titulares de la Presidencia de la República y de la Secretaría del Despacho correspondiente rindan al Congreso.  Además, ap"
"MEX-CPEUM-0206","MEX-CPEUM","MEX-CPEUM 76 Fr. VIII.","vote","","","","constitutional","5","specific","no","yes","yes","legislative_procedure","no","VIII. Otorgar o negar las solicitudes de licencia o renuncia de las personas servidoras públicas del Poder Judicial de la Federación conforme al artículo 98 de esta Constitución y en los términos que establezcan las leyes; , 31-12-1994, 15-09-2024 IX. Se deroga. . Derogada DOF 28-12-1982. Adicionada"
"MEX-CPEUM-0211","MEX-CPEUM","MEX-CPEUM 78","vote","Congress","Congress","","constitutional","5","specific","no","yes","yes","appointment_ratification|legislative_procedure","no","Durante los recesos del Congreso de la Unión habrá una Comisión Permanente compuesta de 37 integrantes de los que 19 serán de la Cámara de Diputados y 18 de la de Senadores, nombrados por sus respectivas Cámaras la víspera de la clausura de los períodos ordinarios de sesiones. Para cada titular las "
"MEX-CPEUM-0229","MEX-CPEUM","MEX-CPEUM 84","vote","Congress","Congress","faculty","constitutional","5","specific","no","yes","yes","appointment_ratification","no","n caso de falta absoluta del Presidente de la República, en tanto el Congreso nombra al presidente interino o substituto, lo que deberá ocurrir en un término no mayor a sesenta días, el Secretario de Gobernación asumirá provisionalmente la titularidad del Poder Ejecutivo. En este caso no será aplica"
"MEX-CPEUM-0234","MEX-CPEUM","MEX-CPEUM 89","political_parties","Congress","Congress","","constitutional","5","specific","no","yes","yes","appointment_ratification|legislative_procedure|treaty_ratification","no","Las facultades y obligaciones del Presidente, son las siguientes: , 25-10-1993, 12-02-2007 I. Promulgar y ejecutar las leyes que expida el Congreso de la Unión, proveyendo en la esfera administrativa a su exacta observancia. II. Nombrar y remover libremente a los Secretarios de Estado, remover a los"
"MEX-CPEUM-0236","MEX-CPEUM","MEX-CPEUM 89 Fr. VIII.","","Congress","Congress","","constitutional","5","specific","no","yes","no","appointment_ratification|legislative_procedure","no","VIII.  Declarar la guerra en nombre de los Estados Unidos Mexicanos, previa ley del Congreso de la Unión. IX. Intervenir en la designación del Fiscal General de la República y removerlo, en términos de lo dispuesto en el artículo 102, Apartado A, de esta Constitución; . Adicionada DOF 31-12-1994. Re"
"MEX-CPEUM-0241","MEX-CPEUM","MEX-CPEUM 89 Fr. XVI.","","","","faculty","constitutional","5","specific","no","yes","no","appointment_ratification|legislative_procedure","no","XVI.  Cuando la Cámara de Senadores no esté en sesiones, el Presidente de la República podrá hacer los nombramientos de que hablan las fracciones III, IV y IX, con aprobación de la Comisión Permanente; , 31-12-1994"
"MEX-CPEUM-0242","MEX-CPEUM","MEX-CPEUM 89 Fr. XVII.","political_parties","Congress","Congress|Political_parties","","constitutional","5","specific","no","no","yes","other_functional","no","XVII.  En cualquier momento, optar por un gobierno de coalición con uno o varios de los partidos políticos representados en el Congreso de la Unión. El gobierno de coalición se regulará por el convenio y el programa respectivos, los cuales deberán ser aprobados por mayoría de los miembros presentes "
"MEX-CPEUM-0249","MEX-CPEUM","MEX-CPEUM 93","","","","faculty","constitutional","5","specific","no","yes","no","judicial_election_procedure","no","- Los Secretarios del Despacho, luego que esté abierto el periodo de sesiones ordinarias, darán cuenta al Congreso del estado que guarden sus respectivos ramos.  Cualquiera de las Cámaras podrá convocar a los Secretarios de Estado, a los directores y administradores de las entidades paraestatales, a"
"MEX-CPEUM-0256","MEX-CPEUM","MEX-CPEUM 96","vote|right_to_stand_for_election|political_parties|electoral_remedies|electoral_authority_internal_governance","INE|TEPJF|SCJN|Congress","INE|TEPJF|SCJN|Congress|Political_parties|Citizens","","constitutional","5","specific","yes","yes","yes","judicial_election_procedure","yes","Las Ministras y Ministros de la Suprema Corte de Justicia de la Nación, Magistradas y Magistrados de la Sala Superior y las salas regionales del Tribunal Electoral del Poder Judicial de la Federación, Magistradas y Magistrados del Tribunal de Disciplina Judicial, Magistradas y Magistrados de Circuit"
"MEX-CPEUM-0258","MEX-CPEUM","MEX-CPEUM 98","vote|electoral_remedies","TEPJF|SCJN|Congress","TEPJF|SCJN|Congress","faculty","constitutional","5","specific","no","yes","yes","judicial_election_procedure|appointment_ratification","no","Cuando la falta de una Ministra o Ministro de la Suprema Corte de Justicia de la Nación, Magistrada o Magistrado del Tribunal de Disciplina Judicial, Magistrada o Magistrado del Tribunal Electoral, Magistrada o Magistrado de Circuito y Jueza o Juez de Distrito excediere de un mes sin licencia o dich"
"MEX-CPEUM-0259","MEX-CPEUM","MEX-CPEUM 99","vote|right_to_stand_for_election|electoral_remedies","TEPJF|SCJN","TEPJF|SCJN","obligation","constitutional","5","specific","no","yes","yes","appointment_ratification","no","l Tribunal Electoral será, con excepción de lo dispuesto en la fracción II del artículo 105 de esta Constitución, la máxima autoridad jurisdiccional en la materia y órgano especializado del Poder Judicial de la Federación. Para el ejercicio de sus atribuciones, el Tribunal funcionará en forma perman"
"MEX-CPEUM-0271","MEX-CPEUM","MEX-CPEUM 102","","Congress|FGR","Congress|FGR","faculty","constitutional","5","specific","no","yes","no","appointment_ratification","no","A.  El Ministerio Público de la Federación se organizará en una Fiscalía General de la República como órgano público autónomo, dotado de personalidad jurídica y patrimonio propio.  Para que una persona pueda ser titular de la Fiscalía General de la República se requiere: ser ciudadana mexicana por n"
"MEX-CPEUM-0273","MEX-CPEUM","MEX-CPEUM 102 Fr. III.","vote","","","","constitutional","5","specific","no","no","yes","appointment_ratification","no","III.  El Senado, con base en la terna y previa comparecencia de las personas propuestas, designará al Fiscal General con el voto de las dos terceras partes de los miembros presentes dentro del plazo de diez días. En caso de que el Ejecutivo no envíe la terna a que se refiere la fracción anterior, el"
"MEX-CPEUM-0274","MEX-CPEUM","MEX-CPEUM 102 Fr. IV.","vote","","","faculty","constitutional","5","specific","no","no","yes","other_functional","no","IV.  El Fiscal General podrá ser removido por el Ejecutivo Federal por las causas graves que establezca la ley. La remoción podrá ser objetada por el voto de la mayoría de los miembros presentes de la Cámara de Senadores dentro de un plazo de diez días hábiles, en cuyo caso el Fiscal General será re"
"MEX-CPEUM-0276","MEX-CPEUM","MEX-CPEUM 102 Fr. VI.","vote|electoral_crimes|administrative_responsibility","Congress|FGR","Congress|FGR","obligation","constitutional","5","specific","no","no","yes","appointment_ratification","no","VI.  Las ausencias del Fiscal General serán suplidas en los términos que determine la ley. Corresponde al Ministerio Público de la Federación la persecución, ante los tribunales, de todos los delitos del orden federal; y, por lo mismo, solicitará las medidas cautelares contra los imputados; buscará "
"MEX-CPEUM-0284","MEX-CPEUM","MEX-CPEUM 105 Fr. II.","political_parties","INE|SCJN|Congress","INE|SCJN|Congress|Political_parties","faculty","constitutional","5","specific","no","yes","yes","other_functional","no","II.  De las acciones de inconstitucionalidad que tengan por objeto plantear la posible contradicción entre una norma de carácter general y esta Constitución.  Las acciones de inconstitucionalidad podrán ejercitarse, dentro de los treinta días naturales siguientes a la fecha de publicación de la norm"
"MEX-CPEUM-0298","MEX-CPEUM","MEX-CPEUM 110","administrative_responsibility","INE|TEPJF|SCJN|Congress","INE|TEPJF|SCJN|Congress","","constitutional","5","specific","no","yes","yes","other_functional","no","Podrán ser sujetos de juicio político las senadoras y los senadores y las diputadas y los diputados al Congreso de la Unión, las ministras y los ministros de la Suprema Corte de Justicia de la Nación, las Magistradas y los Magistrados del Tribunal de Disciplina Judicial, las personas integrantes del"
"MEX-CPEUM-0299","MEX-CPEUM","MEX-CPEUM 111","administrative_responsibility|electoral_authority_internal_governance","INE|TEPJF|SCJN|Congress","INE|TEPJF|SCJN|Congress","faculty","constitutional","5","specific","no","yes","yes","other_functional","no","Para proceder penalmente contra las y los diputados y las y los senadores al Congreso de la Unión, las y los ministros de la Suprema Corte de Justicia de la Nación, las y los magistrados del Tribunal Electoral, las y los Magistrados del Tribunal de Disciplina Judicial, las y los integrantes del Plen"
"MEX-CPEUM-0314","MEX-CPEUM","MEX-CPEUM 116 Num. 5o","","","","","constitutional","5","specific","no","yes","no","other_functional","no","5o. Las autoridades electorales jurisdiccionales se integrarán por un número impar de magistrados, quienes serán electos por las dos terceras partes de los miembros presentes de la Cámara de Senadores, previa convocatoria pública, en los términos que determine la ley."
"MEX-CPEUM-0356","MEX-CPEUM","MEX-CPEUM 133","","Congress","Congress","","constitutional","5","specific","no","yes","no","legislative_procedure","no","Constitución, las leyes del Congreso de la Unión que emanen de ella y todos los tratados que estén de acuerdo con la misma, celebrados y que se celebren por el Presidente de la República, con aprobación del Senado, serán la Ley Suprema de toda la Unión. Los jueces de cada entidad federativa se arreg"
"MEX-CPEUM-0360","MEX-CPEUM","MEX-CPEUM 105","vote|transparency_and_accountability|electoral_authority_internal_governance","INE|SCJN|Congress","INE|SCJN|Congress|Citizens","obligation","constitutional","5","specific","no","no","yes","appointment_ratification|legislative_procedure","no","fracción II de la misma y este Decreto, antes del 1o. de abril de 1997, se sujetarán a las siguientes disposiciones especiales: a) El plazo a que se refiere el segundo párrafo de la fracción II del artículo mencionado, para el ejercicio de la acción, será de quince días naturales; y b) La Suprema Co"
"MEX-CPEUM-0368","MEX-CPEUM","MEX-CPEUM 123 Fr. III.","","Congress","Congress","","constitutional","5","specific","no","yes","no","appointment_ratification|legislative_procedure|treaty_ratification","no","III. Un nombramiento por un periodo de siete. El Ejecutivo Federal deberá determinar el periodo que corresponda a cada uno de los miembros, al someter su designación a la aprobación de la Cámara de Senadores. Para la conformación de la Primera Junta de Gobierno del Instituto, el Ejecutivo Federal so"
"MEX-CPEUM-0385","MEX-CPEUM","MEX-CPEUM 123 Fr. IV.","","Congress","Congress","","constitutional","5","specific","no","yes","no","appointment_ratification|legislative_procedure","no","IV. En caso de que respecto de una misma vacante el Senado de la República no apruebe en dos ocasiones la designación del Ejecutivo Federal, corresponderá a éste la designación directa del comisionado respectivo, a partir de la lista de aspirantes presentada por el Comité de Evaluación a que se refi"
"MEX-CPEUM-0421","MEX-CPEUM","MEX-CPEUM 123 Fr. VIII.","vote|electoral_authority_internal_governance","INE|TEPJF|Congress","INE|TEPJF|Congress","faculty","constitutional","5","specific","no","no","yes","appointment_ratification","no","VIII. El proceso electoral se ajustará a las reglas generales que apruebe el Consejo General del Instituto Nacional Electoral. Dichas reglas deberán regular el proceso en atención a la finalidad del mismo y, en consecuencia, el Instituto podrá realizar ajustes a los plazos establecidos en la legisla"
"MEX-CPEUM-0436","MEX-CPEUM","MEX-CPEUM 123 Fr. IX","","Congress","Congress","","constitutional","5","specific","no","yes","no","appointment_ratification|legislative_procedure","no","IX del artículo 3o. de la Constitución Política de los Estados Unidos Mexicanos, la Cámara de Senadores designará a sus cinco integrantes en un plazo de 30 días naturales contados a partir de la entrada en vigor de este Decreto, con una prórroga de hasta 15 días naturales. Con el fin de asegurar la "
"MEX-CPEUM-0438","MEX-CPEUM","MEX-CPEUM 123 Fr. IV","vote|right_to_stand_for_election|political_parties|electoral_remedies|transparency_and_accountability|electoral_authority_internal_governance","INE|TEPJF|SCJN|Congress","INE|TEPJF|SCJN|Congress|Political_parties|Citizens","obligation","constitutional","5","specific","no","yes","yes","judicial_election_procedure|appointment_ratification|legislative_procedure","no","IV al párrafo primero, y los párrafos tercero, cuarto, quinto, sexto, séptimo y octavo al artículo 96; un párrafo segundo y las fracciones I, II, III, IV y V, recorriéndose los subsecuentes, al artículo 97; los párrafos quinto, sexto, séptimo, octavo, noveno, décimo, décimo segundo, décimo tercero, "
"MEX-LFPRH-0434","MEX-LFPRH","MEX-LFPRH 78","political_parties","SCJN|Congress","SCJN|Congress|Political_parties|Citizens","faculty","statutory","2","specific","no","yes","yes","legislative_procedure|budget_oversight","no",", numeral 1, inciso b), de la presente Ley’, de la Ley General de Partidos Políticos y 19 Ter, en sus porciones normativas ‘o remanentes de recursos’ y ‘preferentemente’, de la Ley Federal de Presupuesto y Responsabilidad Hacendaria, adicionados mediante  el DECRETO publicado en el Diario Oficial de"
"MEX-LPLAN-0022","MEX-LPLAN","MEX-LPLAN 20","popular_consultation","Congress","Congress","","statutory","2","specific","no","yes","yes","popular_consultation_procedure","no","- En  el ámbito del Sistema Nacional de Planeación Democrática tendrá  lugar  la participación y consulta de los diversos grupos sociales, con el propósito de que la población exprese sus opiniones para la elaboración, actualización y ejecución del Plan y los programas a que se refiere esta Ley. Las"
